transaction_id,purchase_order_id,invoice_id,vendor_id,approver_employee_id,transaction_date,transaction_amount_inr,currency,payment_method,payment_reference,payment_status,payment_bank,department,branch,created_at,updated_at
TXN-000956,PO-2022-000841,INV-2022-001312,VEN-100310,EMP-20081,2022-07-20,1497997.24,INR,NEFT,UTR000110461,Completed,ICICI Bank,IT,Delhi,2022-07-20T09:01:23,2022-07-20T15:01:23
TXN-000957,PO-2022-001011,INV-2022-001493,VEN-100304,EMP-20129,2022-07-21,412731.28,INR,NEFT,TXNREF000101666,Completed,HDFC Bank,IT,Mumbai,2022-07-21T18:33:48,2022-07-22T12:33:48
TXN-000958,PO-2022-001338,INV-2022-001844,VEN-100653,EMP-20087,2022-07-22,54031.52,INR,RTGS,TXNREF000109566,Completed,HDFC Bank,Operations,Delhi,2022-07-22T10:39:25,2022-07-23T15:39:25
TXN-000959,PO-2022-001312,INV-2022-001816,VEN-100653,EMP-20101,2022-07-22,328783.84,INR,UPI,UTR000104351,Completed,HSBC,Procurement,Hyderabad,2022-07-22T11:41:50,2022-07-23T07:41:50
TXN-000960,PO-2022-000338,INV-2022-000664,VEN-100731,EMP-20147,2022-07-23,37456.40,INR,Wire Transfer,UTR000105425,Completed,SBI,Procurement,Bengaluru,2022-07-23T10:20:50,2022-07-23T22:20:50
TXN-000961,PO-2022-001914,INV-2022-002502,VEN-100538,EMP-20089,2022-07-25,346039.84,INR,IMPS,TXNREF000100407,Completed,HDFC Bank,Operations,Bengaluru,2022-07-25T10:55:18,2022-07-25T12:55:18
TXN-000962,PO-2022-000837,INV-2022-001307,VEN-100545,EMP-20084,2022-07-25,457844.44,INR,Wire Transfer,PAYREF000110614,Completed,Standard Chartered,Operations,Bengaluru,2022-07-25T11:59:52,2022-07-27T07:59:52
TXN-000963,PO-2022-001716,INV-2022-002268,VEN-100482,EMP-20052,2022-07-26,189830.85,INR,IMPS,TXNREF000112034,Completed,Kotak Mahindra Bank,Legal,Delhi,2022-07-26T14:51:27,2022-07-27T16:51:27
TXN-000964,PO-2022-000079,INV-2022-000148,VEN-100344,EMP-20147,2022-07-27,101838.65,INR,UPI,TXNREF000113333,Completed,SBI,Admin,Gurugram,2022-07-27T10:10:39,2022-07-27T18:10:39
TXN-000965,PO-2022-000841,INV-2022-001311,VEN-100310,EMP-20104,2022-07-27,3243138.75,INR,Wire Transfer,UTR000104901,Completed,HSBC,IT,Bengaluru,2022-07-27T14:36:37,2022-07-29T12:36:37
TXN-000966,PO-2022-001101,INV-2022-001589,VEN-100507,EMP-20037,2022-07-27,458436.19,INR,RTGS,PAYREF000103730,Completed,Kotak Mahindra Bank,Procurement,Bengaluru,2022-07-27T12:46:20,2022-07-27T15:46:20
TXN-000967,PO-2022-001759,INV-2022-002316,VEN-100553,EMP-20061,2022-07-28,80146.28,INR,RTGS,PAYREF000103996,Completed,ICICI Bank,Operations,Delhi,2022-07-28T13:28:01,2022-07-29T18:28:01
TXN-000968,PO-2022-000064,INV-2022-000117,VEN-100665,EMP-20080,2022-07-28,577169.31,INR,Wire Transfer,UTR000115561,Completed,Kotak Mahindra Bank,Admin,Pune,2022-07-28T10:23:02,2022-07-29T21:23:02
TXN-000969,PO-2022-001101,INV-2022-001589,VEN-100507,EMP-20013,2022-07-29,198989.01,INR,NEFT,TXNREF000108643,Completed,HSBC,Procurement,Delhi,2022-07-29T15:35:31,2022-07-31T06:35:31
TXN-000970,PO-2022-000375,INV-2022-000747,VEN-100354,EMP-20039,2022-07-29,100495.15,INR,NEFT,PAYREF000103966,Pending,Kotak Mahindra Bank,Legal,Hyderabad,2022-07-29T14:22:21,2022-07-29T14:22:21
TXN-000971,PO-2022-001914,INV-2022-002502,VEN-100538,EMP-20013,2022-07-29,152895.63,INR,RTGS,UTR000105493,Completed,Kotak Mahindra Bank,Operations,Mumbai,2022-07-29T17:35:14,2022-07-30T15:35:14
TXN-000972,PO-2022-000841,INV-2022-001312,VEN-100310,EMP-20033,2022-07-30,879617.53,INR,RTGS,PAYREF000115163,Completed,Kotak Mahindra Bank,IT,Delhi,2022-07-30T10:21:01,2022-07-31T15:21:01
TXN-000973,PO-2022-001444,INV-2022-001964,VEN-100634,EMP-20074,2022-07-31,3628077.24,INR,IMPS,UTR000115399,Completed,Kotak Mahindra Bank,Procurement,Chennai,2022-07-31T09:04:36,2022-08-01T17:04:36
TXN-000974,PO-2022-000895,INV-2022-001373,VEN-100349,EMP-20126,2022-08-02,273845.66,INR,IMPS,UTR000105684,Completed,Axis Bank,Admin,Hyderabad,2022-08-02T18:03:19,2022-08-03T15:03:19
TXN-000975,PO-2022-001968,INV-2022-002559,VEN-100675,EMP-20066,2022-08-03,298269.28,INR,Wire Transfer,UTR000115406,Completed,SBI,Procurement,Chennai,2022-08-03T11:39:59,2022-08-04T04:39:59
TXN-000976,PO-2022-001716,INV-2022-002268,VEN-100482,EMP-20005,2022-08-03,303157.49,INR,UPI,UTR000104815,Completed,ICICI Bank,Legal,Chennai,2022-08-03T17:33:11,2022-08-04T11:33:11
TXN-000977,PO-2022-001101,INV-2022-001590,VEN-100507,EMP-20043,2022-08-03,430452.84,INR,RTGS,TXNREF000102447,Completed,Standard Chartered,Procurement,Gurugram,2022-08-03T14:32:59,2022-08-05T10:32:59
TXN-000978,PO-2022-001011,INV-2022-001493,VEN-100304,EMP-20036,2022-08-03,205593.23,INR,NEFT,TXNREF000111482,Completed,Axis Bank,IT,Hyderabad,2022-08-03T14:38:27,2022-08-05T02:38:27
TXN-000979,PO-2022-000841,INV-2022-001312,VEN-100310,EMP-20125,2022-08-04,914915.90,INR,RTGS,UTR000106096,Completed,SBI,IT,Hyderabad,2022-08-04T13:47:57,2022-08-05T01:47:57
TXN-000980,PO-2022-000071,INV-2022-000131,VEN-100252,EMP-20131,2022-08-04,144855.84,INR,RTGS,UTR000112211,Completed,Standard Chartered,Operations,Bengaluru,2022-08-04T16:03:03,2022-08-05T05:03:03
TXN-000981,PO-2022-000895,INV-2022-001373,VEN-100349,EMP-20013,2022-08-05,440576.55,INR,RTGS,TXNREF000104482,Completed,HSBC,Admin,Pune,2022-08-05T09:18:21,2022-08-05T11:18:21
TXN-000982,PO-2022-001312,INV-2022-001816,VEN-100653,EMP-20074,2022-08-06,169049.24,INR,RTGS,PAYREF000106778,Completed,Standard Chartered,Procurement,Pune,2022-08-06T09:12:42,2022-08-07T21:12:42
TXN-000983,PO-2022-001338,INV-2022-001844,VEN-100653,EMP-20013,2022-08-07,51766.59,INR,UPI,UTR000111990,Completed,Kotak Mahindra Bank,Operations,Mumbai,2022-08-07T15:02:33,2022-08-09T04:02:33
TXN-000984,PO-2022-001312,INV-2022-001818,VEN-100653,EMP-20005,2022-08-09,417676.16,INR,RTGS,UTR000103925,Completed,SBI,Procurement,Gurugram,2022-08-09T12:58:55,2022-08-10T09:58:55
TXN-000985,PO-2022-000515,INV-2022-000926,VEN-100582,EMP-20019,2022-08-09,390105.78,INR,Wire Transfer,TXNREF000104546,Completed,ICICI Bank,Operations,Noida,2022-08-09T14:41:23,2022-08-10T03:41:23
TXN-000986,PO-2022-000575,INV-2022-000998,VEN-100313,EMP-20019,2022-08-10,186860.07,INR,RTGS,PAYREF000115086,Completed,Axis Bank,Procurement,Pune,2022-08-10T12:47:02,2022-08-11T17:47:02
TXN-000987,PO-2022-000071,INV-2022-000131,VEN-100252,EMP-20102,2022-08-10,78572.23,INR,Wire Transfer,PAYREF000106561,Completed,SBI,Operations,Hyderabad,2022-08-10T16:17:40,2022-08-11T23:17:40
TXN-000988,PO-2022-000575,INV-2022-000999,VEN-100313,EMP-20086,2022-08-11,280926.05,INR,NEFT,UTR000115539,Completed,HSBC,Procurement,Delhi,2022-08-11T10:56:33,2022-08-13T03:56:33
TXN-000989,PO-2022-000063,INV-2022-000115,VEN-100280,EMP-20102,2022-08-11,138011.48,INR,NEFT,TXNREF000115796,Reversed,Kotak Mahindra Bank,Procurement,Delhi,2022-08-11T11:24:42,2022-08-12T01:24:42
TXN-000990,PO-2022-000837,INV-2022-001307,VEN-100545,EMP-20129,2022-08-11,457798.58,INR,NEFT,UTR000110353,Completed,SBI,Operations,Delhi,2022-08-11T09:21:01,2022-08-13T01:21:01
TXN-000991,PO-2022-000064,INV-2022-000117,VEN-100665,EMP-20086,2022-08-12,873901.77,INR,NEFT,UTR000101865,Completed,HSBC,Admin,Bengaluru,2022-08-12T17:57:14,2022-08-13T05:57:14
TXN-000992,PO-2022-000841,INV-2022-001311,VEN-100310,EMP-20135,2022-08-12,1147769.75,INR,Wire Transfer,TXNREF000105565,Completed,ICICI Bank,IT,Bengaluru,2022-08-12T14:15:44,2022-08-13T15:15:44
TXN-000993,PO-2022-000179,INV-2022-000347,VEN-100552,EMP-20054,2022-08-12,186578.58,INR,Wire Transfer,TXNREF000107291,Pending,Axis Bank,Legal,Hyderabad,2022-08-12T16:20:09,2022-08-12T16:20:09
TXN-000994,PO-2022-001716,INV-2022-002268,VEN-100482,EMP-20007,2022-08-12,93662.88,INR,NEFT,PAYREF000104032,Completed,SBI,Legal,Hyderabad,2022-08-12T10:58:40,2022-08-14T10:58:40
TXN-000995,PO-2022-000575,INV-2022-000999,VEN-100313,EMP-20080,2022-08-13,557328.92,INR,IMPS,TXNREF000100324,Completed,Kotak Mahindra Bank,Procurement,Bengaluru,2022-08-13T14:04:09,2022-08-14T08:04:09
TXN-000996,PO-2022-000288,INV-2022-000574,VEN-100265,EMP-20036,2022-08-14,2452024.18,INR,NEFT,PAYREF000101105,Completed,ICICI Bank,Procurement,Chennai,2022-08-14T09:13:30,2022-08-16T03:13:30
TXN-000997,PO-2022-001914,INV-2022-002502,VEN-100538,EMP-20125,2022-08-15,172345.70,INR,RTGS,TXNREF000110182,Completed,HDFC Bank,Operations,Hyderabad,2022-08-15T13:35:30,2022-08-17T09:35:30
TXN-000998,PO-2022-000895,INV-2022-001373,VEN-100349,EMP-20036,2022-08-15,170944.27,INR,NEFT,PAYREF000111462,Completed,Standard Chartered,Admin,Mumbai,2022-08-15T11:02:36,2022-08-16T04:02:36
TXN-000999,PO-2022-000079,INV-2022-000148,VEN-100344,EMP-20054,2022-08-16,122796.93,INR,RTGS,UTR000105860,Completed,Standard Chartered,Admin,Pune,2022-08-16T11:00:57,2022-08-16T17:00:57
TXN-001000,PO-2022-000216,INV-2022-000428,VEN-100416,EMP-20042,2022-08-16,776568.44,INR,RTGS,TXNREF000103158,Completed,SBI,Operations,Bengaluru,2022-08-16T11:43:58,2022-08-16T18:43:58
TXN-001001,PO-2022-001101,INV-2022-001590,VEN-100507,EMP-20060,2022-08-16,197704.67,INR,RTGS,PAYREF000111097,Pending,Kotak Mahindra Bank,Procurement,Pune,2022-08-16T16:28:05,2022-08-16T16:28:05
TXN-001002,PO-2022-001338,INV-2022-001844,VEN-100653,EMP-20141,2022-08-16,99094.69,INR,RTGS,TXNREF000101317,Completed,HSBC,Operations,Hyderabad,2022-08-16T18:16:53,2022-08-18T14:16:53
TXN-001003,PO-2022-001101,INV-2022-001590,VEN-100507,EMP-20109,2022-08-17,207274.59,INR,IMPS,UTR000108204,Completed,Standard Chartered,Procurement,Mumbai,2022-08-17T14:11:39,2022-08-18T21:11:39
TXN-001004,PO-2022-000179,INV-2022-000347,VEN-100552,EMP-20036,2022-08-17,378726.69,INR,RTGS,TXNREF000102442,Completed,Kotak Mahindra Bank,Legal,Mumbai,2022-08-17T18:59:40,2022-08-19T00:59:40
TXN-001005,PO-2022-000179,INV-2022-000347,VEN-100552,EMP-20049,2022-08-19,158880.73,INR,IMPS,TXNREF000115528,Completed,Kotak Mahindra Bank,Legal,Bengaluru,2022-08-19T13:01:24,2022-08-20T00:01:24
TXN-001006,PO-2022-001668,INV-2022-002215,VEN-100628,EMP-20109,2022-08-19,33007.25,INR,IMPS,TXNREF000114904,Pending,Axis Bank,Admin,Delhi,2022-08-19T09:01:04,2022-08-19T09:01:04
TXN-001007,PO-2022-001668,INV-2022-002215,VEN-100628,EMP-20007,2022-08-19,31218.49,INR,NEFT,UTR000112858,Completed,Standard Chartered,Admin,Pune,2022-08-19T16:19:57,2022-08-20T11:19:57
TXN-001008,PO-2022-001803,INV-2022-002377,VEN-100401,EMP-20027,2022-08-19,37736.80,INR,RTGS,PAYREF000114894,Completed,Axis Bank,Procurement,Chennai,2022-08-19T12:41:56,2022-08-19T15:41:56
TXN-001009,PO-2022-001125,INV-2022-001615,VEN-100546,EMP-20046,2022-08-20,1812768.51,INR,NEFT,PAYREF000100805,Pending,Standard Chartered,Procurement,Noida,2022-08-20T09:43:31,2022-08-20T09:43:31
TXN-001010,PO-2022-001914,INV-2022-002502,VEN-100538,EMP-20105,2022-08-20,210331.58,INR,IMPS,UTR000110436,Failed,ICICI Bank,Operations,Delhi,2022-08-20T14:48:22,2022-08-20T14:48:22
TXN-001011,PO-2022-001125,INV-2022-001615,VEN-100546,EMP-20098,2022-08-20,912168.03,INR,IMPS,UTR000111738,Completed,Kotak Mahindra Bank,Procurement,Gurugram,2022-08-20T14:43:38,2022-08-21T21:43:38
TXN-001012,PO-2022-001101,INV-2022-001589,VEN-100507,EMP-20116,2022-08-20,314538.35,INR,NEFT,TXNREF000112857,Completed,Axis Bank,Procurement,Bengaluru,2022-08-20T10:53:17,2022-08-21T02:53:17
TXN-001013,PO-2022-001803,INV-2022-002376,VEN-100401,EMP-20087,2022-08-20,30672.99,INR,Wire Transfer,PAYREF000112619,Completed,Axis Bank,Procurement,Delhi,2022-08-20T11:29:23,2022-08-22T02:29:23
TXN-001014,PO-2022-001101,INV-2022-001590,VEN-100507,EMP-20129,2022-08-20,185155.85,INR,RTGS,TXNREF000112455,Completed,HDFC Bank,Procurement,Pune,2022-08-20T13:47:10,2022-08-21T00:47:10
TXN-001015,PO-2022-001312,INV-2022-001818,VEN-100653,EMP-20116,2022-08-21,290920.88,INR,NEFT,PAYREF000107229,Completed,Kotak Mahindra Bank,Procurement,Chennai,2022-08-21T15:14:22,2022-08-23T09:14:22
TXN-001016,PO-2022-000063,INV-2022-000114,VEN-100280,EMP-20090,2022-08-21,85668.78,INR,IMPS,UTR000110168,Completed,Kotak Mahindra Bank,Procurement,Gurugram,2022-08-21T14:48:31,2022-08-21T21:48:31
TXN-001017,PO-2022-001312,INV-2022-001819,VEN-100653,EMP-20042,2022-08-22,403232.81,INR,RTGS,UTR000102530,Completed,HDFC Bank,Procurement,Noida,2022-08-22T17:12:12,2022-08-23T10:12:12
TXN-001018,PO-2022-001697,INV-2022-002248,VEN-100386,EMP-20033,2022-08-22,174058.28,INR,Wire Transfer,UTR000107751,Completed,Kotak Mahindra Bank,IT,Gurugram,2022-08-22T12:18:56,2022-08-23T07:18:56
TXN-001019,PO-2022-001668,INV-2022-002215,VEN-100628,EMP-20119,2022-08-22,48120.86,INR,NEFT,PAYREF000105009,Completed,Standard Chartered,Admin,Chennai,2022-08-22T12:28:13,2022-08-24T08:28:13
TXN-001020,PO-2022-001444,INV-2022-001964,VEN-100634,EMP-20052,2022-08-23,5877010.72,INR,NEFT,TXNREF000101256,Completed,Standard Chartered,Procurement,Noida,2022-08-23T10:55:02,2022-08-24T13:55:02
TXN-001021,PO-2022-001444,INV-2022-001964,VEN-100634,EMP-20031,2022-08-23,3757842.05,INR,IMPS,UTR000107103,Completed,Kotak Mahindra Bank,Procurement,Mumbai,2022-08-23T13:32:04,2022-08-24T04:32:04
TXN-001022,PO-2022-000837,INV-2022-001307,VEN-100545,EMP-20147,2022-08-23,249919.55,INR,RTGS,PAYREF000110317,Completed,SBI,Operations,Mumbai,2022-08-23T18:30:41,2022-08-25T00:30:41
TXN-001023,PO-2022-000179,INV-2022-000347,VEN-100552,EMP-20037,2022-08-24,134156.45,INR,NEFT,UTR000108370,Completed,Axis Bank,Legal,Gurugram,2022-08-24T10:07:22,2022-08-26T05:07:22
TXN-001024,PO-2022-000482,INV-2022-000893,VEN-100665,EMP-20101,2022-08-25,69655.96,INR,RTGS,PAYREF000113909,Completed,HDFC Bank,Operations,Hyderabad,2022-08-25T12:49:33,2022-08-27T01:49:33
TXN-001025,PO-2022-000772,INV-2022-001233,VEN-100564,EMP-20027,2022-08-26,57372.14,INR,NEFT,PAYREF000106872,Completed,Standard Chartered,Legal,Bengaluru,2022-08-26T10:06:13,2022-08-27T21:06:13
TXN-001026,PO-2022-001803,INV-2022-002376,VEN-100401,EMP-20052,2022-08-27,29364.67,INR,NEFT,TXNREF000109325,Completed,SBI,Procurement,Pune,2022-08-27T15:32:49,2022-08-29T06:32:49
TXN-001027,PO-2022-001881,INV-2022-002466,VEN-100534,EMP-20014,2022-08-27,151734.78,INR,NEFT,TXNREF000116176,Completed,Standard Chartered,IT,Gurugram,2022-08-27T16:17:12,2022-08-28T07:17:12
TXN-001028,PO-2022-000536,INV-2022-000951,VEN-100518,EMP-20136,2022-08-28,490950.93,INR,NEFT,PAYREF000108626,Completed,ICICI Bank,Procurement,Noida,2022-08-28T15:57:38,2022-08-30T01:57:38
TXN-001029,PO-2022-001101,INV-2022-001590,VEN-100507,EMP-20027,2022-08-28,221601.27,INR,NEFT,UTR000106896,Completed,Standard Chartered,Procurement,Gurugram,2022-08-28T13:46:38,2022-08-30T00:46:38
TXN-001030,PO-2022-000386,INV-2022-000768,VEN-100282,EMP-20118,2022-08-28,79493.32,INR,NEFT,PAYREF000115612,Completed,Axis Bank,Procurement,Chennai,2022-08-28T11:40:18,2022-08-28T18:40:18
TXN-001031,PO-2022-000071,INV-2022-000131,VEN-100252,EMP-20098,2022-08-29,98932.12,INR,Wire Transfer,UTR000109018,Completed,HSBC,Operations,Noida,2022-08-29T10:34:45,2022-08-31T09:34:45
TXN-001032,PO-2022-000837,INV-2022-001307,VEN-100545,EMP-20040,2022-08-29,671745.63,INR,NEFT,TXNREF000101150,Completed,Standard Chartered,Operations,Bengaluru,2022-08-29T10:39:14,2022-08-29T18:39:14
TXN-001033,PO-2022-000063,INV-2022-000115,VEN-100280,EMP-20049,2022-08-30,138011.48,INR,IMPS,TXNREF000103696,Completed,HSBC,Procurement,Pune,2022-08-30T15:24:17,2022-08-31T04:24:17
TXN-001034,PO-2022-000375,INV-2022-000747,VEN-100354,EMP-20131,2022-08-31,64027.13,INR,Wire Transfer,TXNREF000109851,Completed,Axis Bank,Legal,Mumbai,2022-08-31T12:02:14,2022-09-01T03:02:14
TXN-001035,PO-2022-000536,INV-2022-000951,VEN-100518,EMP-20088,2022-08-31,716898.12,INR,RTGS,TXNREF000100854,Completed,Standard Chartered,Procurement,Bengaluru,2022-08-31T15:06:27,2022-09-01T14:06:27
TXN-001036,PO-2022-000772,INV-2022-001233,VEN-100564,EMP-20034,2022-08-31,105051.33,INR,RTGS,UTR000103470,Completed,SBI,Legal,Noida,2022-08-31T11:25:52,2022-09-01T20:25:52
TXN-001037,PO-2022-000386,INV-2022-000768,VEN-100282,EMP-20111,2022-09-01,68698.41,INR,NEFT,PAYREF000110672,Completed,ICICI Bank,Procurement,Hyderabad,2022-09-01T17:08:56,2022-09-02T03:08:56
TXN-001038,PO-2022-000163,INV-2022-000316,VEN-100461,EMP-20042,2022-09-02,359349.99,INR,RTGS,TXNREF000115322,Completed,Axis Bank,Operations,Hyderabad,2022-09-02T18:13:52,2022-09-02T23:13:52
TXN-001039,PO-2022-001575,INV-2022-002113,VEN-100344,EMP-20120,2022-09-02,2960166.50,INR,Wire Transfer,UTR000100004,Completed,Standard Chartered,Admin,Hyderabad,2022-09-02T09:44:59,2022-09-03T17:44:59
TXN-001040,PO-2022-000386,INV-2022-000768,VEN-100282,EMP-20072,2022-09-03,95175.25,INR,IMPS,TXNREF000111961,Completed,Standard Chartered,Procurement,Pune,2022-09-03T16:57:16,2022-09-05T15:57:16
TXN-001041,PO-2022-000216,INV-2022-000428,VEN-100416,EMP-20111,2022-09-03,365975.58,INR,Wire Transfer,TXNREF000105600,Completed,HSBC,Operations,Noida,2022-09-03T18:04:24,2022-09-03T20:04:24
TXN-001042,PO-2022-000326,INV-2022-000639,VEN-100619,EMP-20088,2022-09-04,576915.25,INR,Wire Transfer,TXNREF000103222,Completed,Kotak Mahindra Bank,Admin,Gurugram,2022-09-04T11:37:54,2022-09-05T20:37:54
TXN-001043,PO-2022-000063,INV-2022-000115,VEN-100280,EMP-20080,2022-09-04,85010.14,INR,NEFT,TXNREF000108739,Completed,Kotak Mahindra Bank,Procurement,Bengaluru,2022-09-04T12:52:09,2022-09-05T20:52:09
TXN-001044,PO-2022-000216,INV-2022-000428,VEN-100416,EMP-20096,2022-09-04,241976.65,INR,IMPS,PAYREF000111839,Completed,Axis Bank,Operations,Delhi,2022-09-04T16:05:40,2022-09-06T13:05:40
TXN-001045,PO-2022-001120,INV-2022-001609,VEN-100459,EMP-20090,2022-09-05,9029628.01,INR,Wire Transfer,PAYREF000102052,Completed,HDFC Bank,IT,Gurugram,2022-09-05T18:04:30,2022-09-07T09:04:30
TXN-001046,PO-2022-001881,INV-2022-002466,VEN-100534,EMP-20109,2022-09-05,285115.48,INR,RTGS,TXNREF000100661,Completed,Axis Bank,IT,Noida,2022-09-05T12:04:01,2022-09-06T03:04:01
TXN-001047,PO-2022-001444,INV-2022-001964,VEN-100634,EMP-20001,2022-09-06,2088945.01,INR,IMPS,TXNREF000115596,Completed,Kotak Mahindra Bank,Procurement,Gurugram,2022-09-06T17:59:43,2022-09-07T05:59:43
TXN-001048,PO-2022-000288,INV-2022-000574,VEN-100265,EMP-20043,2022-09-06,1396839.13,INR,RTGS,PAYREF000111276,Completed,Standard Chartered,Procurement,Mumbai,2022-09-06T16:52:49,2022-09-08T15:52:49
TXN-001049,PO-2022-000216,INV-2022-000429,VEN-100416,EMP-20046,2022-09-07,774533.24,INR,RTGS,UTR000102580,Completed,Axis Bank,Operations,Bengaluru,2022-09-07T09:14:26,2022-09-09T09:14:26
TXN-001050,PO-2022-001042,INV-2022-001532,VEN-100711,EMP-20058,2022-09-07,932046.75,INR,NEFT,UTR000102363,Completed,Axis Bank,Operations,Hyderabad,2022-09-07T17:28:22,2022-09-08T10:28:22
TXN-001051,PO-2022-001497,INV-2022-002031,VEN-100422,EMP-20036,2022-09-09,365792.34,INR,RTGS,PAYREF000112749,Completed,HDFC Bank,IT,Noida,2022-09-09T13:12:57,2022-09-11T06:12:57
TXN-001052,PO-2022-001803,INV-2022-002376,VEN-100401,EMP-20127,2022-09-09,49027.47,INR,NEFT,UTR000103787,Completed,ICICI Bank,Procurement,Gurugram,2022-09-09T11:48:59,2022-09-10T19:48:59
TXN-001053,PO-2022-001042,INV-2022-001532,VEN-100711,EMP-20109,2022-09-09,361657.85,INR,NEFT,PAYREF000107983,Reversed,Axis Bank,Operations,Bengaluru,2022-09-09T16:43:52,2022-09-11T05:43:52
TXN-001054,PO-2022-000482,INV-2022-000893,VEN-100665,EMP-20096,2022-09-09,70737.83,INR,NEFT,UTR000107009,Completed,Standard Chartered,Operations,Hyderabad,2022-09-09T16:56:26,2022-09-11T03:56:26
TXN-001055,PO-2022-000326,INV-2022-000639,VEN-100619,EMP-20129,2022-09-09,377586.38,INR,NEFT,UTR000110627,Completed,HSBC,Admin,Delhi,2022-09-09T16:02:58,2022-09-10T02:02:58
TXN-001056,PO-2022-001881,INV-2022-002466,VEN-100534,EMP-20093,2022-09-09,108224.29,INR,RTGS,TXNREF000114638,Completed,SBI,IT,Gurugram,2022-09-09T16:23:59,2022-09-10T15:23:59
TXN-001057,PO-2022-000994,INV-2022-001472,VEN-100578,EMP-20029,2022-09-11,305622.23,INR,Wire Transfer,TXNREF000100592,Completed,HDFC Bank,Legal,Hyderabad,2022-09-11T17:07:04,2022-09-12T09:07:04
TXN-001058,PO-2022-000482,INV-2022-000893,VEN-100665,EMP-20046,2022-09-13,104955.55,INR,IMPS,TXNREF000103266,Reversed,Standard Chartered,Operations,Noida,2022-09-13T18:17:31,2022-09-15T11:17:31
TXN-001059,PO-2022-000772,INV-2022-001233,VEN-100564,EMP-20029,2022-09-15,34911.09,INR,IMPS,TXNREF000111577,Completed,HDFC Bank,Legal,Bengaluru,2022-09-15T11:55:19,2022-09-15T22:55:19
TXN-001060,PO-2022-000536,INV-2022-000951,VEN-100518,EMP-20124,2022-09-16,300060.81,INR,NEFT,PAYREF000108809,Pending,Kotak Mahindra Bank,Procurement,Delhi,2022-09-16T14:01:59,2022-09-16T14:01:59
TXN-001061,PO-2022-000249,INV-2022-000493,VEN-100436,EMP-20125,2022-09-17,320900.66,INR,Wire Transfer,TXNREF000104937,Completed,HDFC Bank,IT,Pune,2022-09-17T10:09:57,2022-09-19T07:09:57
TXN-001062,PO-2022-001914,INV-2022-002502,VEN-100538,EMP-20127,2022-09-18,111699.44,INR,RTGS,TXNREF000109840,Completed,HDFC Bank,Operations,Hyderabad,2022-09-18T09:21:05,2022-09-19T11:21:05
TXN-001063,PO-2022-000821,INV-2022-001290,VEN-100471,EMP-20104,2022-09-18,2119603.53,INR,NEFT,UTR000106556,Completed,SBI,Admin,Hyderabad,2022-09-18T13:42:27,2022-09-20T06:42:27
TXN-001064,PO-2022-001497,INV-2022-002031,VEN-100422,EMP-20063,2022-09-18,712267.06,INR,NEFT,PAYREF000111612,Completed,HDFC Bank,IT,Chennai,2022-09-18T13:59:18,2022-09-19T12:59:18
TXN-001065,PO-2022-000994,INV-2022-001472,VEN-100578,EMP-20104,2022-09-18,205947.18,INR,RTGS,UTR000105649,Completed,Standard Chartered,Legal,Noida,2022-09-18T10:28:28,2022-09-19T12:28:28
TXN-001066,PO-2022-001497,INV-2022-002031,VEN-100422,EMP-20091,2022-09-19,713206.96,INR,RTGS,TXNREF000110261,Completed,HDFC Bank,IT,Pune,2022-09-19T17:13:04,2022-09-19T19:13:04
TXN-001067,PO-2022-000369,INV-2022-000734,VEN-100588,EMP-20098,2022-09-20,187813.59,INR,NEFT,PAYREF000110920,Completed,HSBC,Procurement,Delhi,2022-09-20T09:14:55,2022-09-21T01:14:55
TXN-001068,PO-2022-000163,INV-2022-000315,VEN-100461,EMP-20129,2022-09-20,458911.75,INR,Wire Transfer,TXNREF000109045,Completed,HDFC Bank,Operations,Pune,2022-09-20T13:59:23,2022-09-21T16:59:23
TXN-001069,PO-2022-000326,INV-2022-000639,VEN-100619,EMP-20066,2022-09-20,380615.00,INR,Wire Transfer,UTR000107962,Completed,Kotak Mahindra Bank,Admin,Hyderabad,2022-09-20T11:53:38,2022-09-21T08:53:38
TXN-001070,PO-2022-000386,INV-2022-000768,VEN-100282,EMP-20109,2022-09-20,176270.65,INR,NEFT,UTR000104781,Completed,Axis Bank,Procurement,Mumbai,2022-09-20T17:29:39,2022-09-21T16:29:39
TXN-001071,PO-2022-000216,INV-2022-000429,VEN-100416,EMP-20131,2022-09-21,511501.77,INR,NEFT,PAYREF000111885,Reversed,HDFC Bank,Operations,Mumbai,2022-09-21T16:40:56,2022-09-22T16:40:56
TXN-001072,PO-2022-001575,INV-2022-002113,VEN-100344,EMP-20080,2022-09-21,1959270.69,INR,IMPS,PAYREF000114890,Completed,HDFC Bank,Admin,Delhi,2022-09-21T12:16:00,2022-09-21T20:16:00
TXN-001073,PO-2022-001120,INV-2022-001609,VEN-100459,EMP-20029,2022-09-21,5214446.56,INR,RTGS,PAYREF000114146,Completed,HSBC,IT,Delhi,2022-09-21T15:58:04,2022-09-22T07:58:04
TXN-001074,PO-2022-001120,INV-2022-001609,VEN-100459,EMP-20058,2022-09-21,2986366.07,INR,IMPS,PAYREF000113685,Completed,Kotak Mahindra Bank,IT,Gurugram,2022-09-21T09:45:57,2022-09-22T23:45:57
TXN-001075,PO-2022-000063,INV-2022-000114,VEN-100280,EMP-20123,2022-09-23,126443.21,INR,NEFT,TXNREF000104064,Completed,SBI,Procurement,Delhi,2022-09-23T14:29:22,2022-09-24T09:29:22
