invoice_id,purchase_order_id,vendor_id,vendor_invoice_number,invoice_date,due_date,invoice_amount_inr,tax_amount_inr,total_amount_inr,currency,gst_invoice_number,match_status,invoice_status,verified_by_employee_id,verification_date,created_at,updated_at
INV-2024-000379,PO-2024-000192,VEN-100324,VINV/2024/01585,2024-09-27,2024-10-12,305184.87,54933.28,360118.15,INR,GST24INV995269,Matched,Overdue,EMP-20066,2024-09-30,2024-09-27T12:05:00,2024-09-30T11:25:00
INV-2024-000380,PO-2024-000192,VEN-100324,VINV/2024/77798,2024-09-28,2024-10-13,276204.90,49716.88,325921.78,INR,GST24INV104378,Matched,Approved,EMP-20022,2024-10-01,2024-09-28T11:25:00,2024-10-01T11:01:00
INV-2021-000381,PO-2021-000193,VEN-100242,VINV/2021/77448,2021-03-10,2021-04-09,160870.00,28956.60,189826.60,USD,GST21INV022054,Partially Matched,Paid,EMP-20079,2021-03-17,2021-03-10T17:02:00,2021-03-17T09:48:00
INV-2021-000382,PO-2021-000193,VEN-100242,VINV/2021/25073,2021-02-19,2021-03-21,176099.51,31697.91,207797.42,USD,GST21INV094360,Partially Matched,Overdue,EMP-20122,2021-02-22,2021-02-19T15:17:00,2021-02-22T14:10:00
INV-2023-000383,PO-2023-000194,VEN-100295,VINV/2023/65660,2023-03-19,2023-04-18,89917.66,16185.18,106102.84,INR,GST23INV389132,Partially Matched,Paid,EMP-20074,2023-03-22,2023-03-19T17:43:00,2023-03-22T08:59:00
INV-2023-000384,PO-2023-000194,VEN-100295,VINV/2023/58914,2023-03-28,2023-04-27,74836.79,13470.62,88307.41,INR,GST23INV484223,Matched,Disputed,EMP-20146,2023-04-01,2023-03-28T12:59:00,2023-04-01T16:28:00
INV-2023-000385,PO-2023-000195,VEN-100428,VINV/2023/43823,2023-10-28,2023-11-27,508933.55,91608.04,600541.59,INR,GST23INV197210,Mismatched,Approved,EMP-20027,2023-10-30,2023-10-28T11:08:00,2023-10-30T15:42:00
INV-2023-000386,PO-2023-000195,VEN-100428,VINV/2023/04048,2023-10-27,2023-11-26,495767.47,89238.14,585005.61,INR,GST23INV018699,Matched,Paid,EMP-20013,2023-10-28,2023-10-27T10:28:00,2023-10-28T09:28:00
INV-2023-000387,PO-2023-000195,VEN-100428,VINV/2023/82628,2023-09-12,2023-10-12,462960.63,83332.91,546293.54,INR,GST23INV515357,Matched,Paid,EMP-20013,2023-09-14,2023-09-12T17:26:00,2023-09-14T13:19:00
INV-2026-000388,PO-2026-000197,VEN-100411,VINV/2026/07270,2026-03-25,2026-04-24,5774129.28,1039343.27,6813472.55,INR,GST26INV894680,Partially Matched,Approved,EMP-20053,2026-03-26,2026-03-25T11:21:00,2026-03-26T08:06:00
INV-2026-000389,PO-2026-000197,VEN-100411,VINV/2026/81358,2026-05-15,2026-06-14,8068291.95,1452292.55,9520584.50,INR,GST26INV068661,Partially Matched,Paid,EMP-20085,2026-05-21,2026-05-15T08:24:00,2026-05-21T12:26:00
INV-2026-000390,PO-2026-000198,VEN-100728,VINV/2026/78532,2026-01-22,2026-02-21,1348081.26,242654.63,1590735.89,INR,GST26INV492456,Matched,Paid,EMP-20100,2026-01-23,2026-01-22T16:38:00,2026-01-23T09:46:00
INV-2026-000391,PO-2026-000198,VEN-100728,VINV/2026/61412,2026-02-11,2026-03-13,1462858.04,263314.45,1726172.49,INR,GST26INV397293,Partially Matched,Approved,EMP-20003,2026-02-13,2026-02-11T15:57:00,2026-02-13T13:36:00
INV-2026-000392,PO-2026-000198,VEN-100728,VINV/2026/56421,2026-01-19,2026-02-18,1388863.19,249995.37,1638858.56,INR,GST26INV482318,Matched,Paid,EMP-20129,2026-01-24,2026-01-19T14:58:00,2026-01-24T18:01:00
INV-2026-000393,PO-2026-000198,VEN-100728,VINV/2026/01825,2026-01-25,2026-02-24,1391208.52,250417.53,1641626.05,INR,GST26INV154988,Matched,Approved,EMP-20140,2026-01-31,2026-01-25T16:02:00,2026-01-31T12:42:00
INV-2026-000394,PO-2026-000198,VEN-100728,VINV/2026/29677,2026-03-07,2026-04-06,1488238.57,267882.94,1756121.51,INR,GST26INV781857,Matched,Paid,EMP-20042,2026-03-13,2026-03-07T12:15:00,2026-03-13T14:53:00
INV-2024-000395,PO-2024-000199,VEN-100580,VINV/2024/20126,2024-05-29,2024-06-28,183442.48,33019.65,216462.13,INR,GST24INV842435,Matched,Approved,EMP-20022,2024-06-03,2024-05-29T11:28:00,2024-06-03T14:22:00
INV-2024-000396,PO-2024-000199,VEN-100580,VINV/2024/71804,2024-05-10,2024-06-09,180497.39,32489.53,212986.92,INR,GST24INV714690,Mismatched,Approved,EMP-20013,2024-05-17,2024-05-10T09:10:00,2024-05-17T08:25:00
INV-2021-000397,PO-2021-000200,VEN-100544,VINV/2021/98423,2021-07-09,2021-07-24,197153.55,35487.64,232641.19,INR,GST21INV150120,Matched,Paid,EMP-20123,2021-07-10,2021-07-09T08:37:00,2021-07-10T15:32:00
INV-2021-000398,PO-2021-000200,VEN-100544,VINV/2021/23847,2021-07-09,2021-07-24,249737.27,44952.71,294689.98,INR,GST21INV810711,Matched,Overdue,EMP-20003,2021-07-16,2021-07-09T08:55:00,2021-07-16T12:06:00
INV-2021-000399,PO-2021-000201,VEN-100285,VINV/2021/58722,2021-09-03,2021-10-03,304058.74,54730.57,358789.31,INR,GST21INV289026,Partially Matched,Paid,EMP-20098,2021-09-10,2021-09-03T18:09:00,2021-09-10T18:36:00
INV-2021-000400,PO-2021-000201,VEN-100285,VINV/2021/40143,2021-08-20,2021-09-19,297342.55,53521.66,350864.21,INR,GST21INV803553,Matched,Overdue,EMP-20052,2021-08-27,2021-08-20T08:43:00,2021-08-27T09:12:00
INV-2023-000401,PO-2022-000202,VEN-100299,VINV/2023/23575,2023-02-12,2023-04-13,118076.25,21253.72,139329.97,INR,GST23INV169728,Partially Matched,Paid,EMP-20031,2023-02-13,2023-02-12T15:06:00,2023-02-13T13:25:00
INV-2023-000402,PO-2022-000202,VEN-100299,VINV/2023/58929,2023-02-11,2023-04-12,135204.48,24336.81,159541.29,INR,GST23INV122381,Matched,Paid,EMP-20106,2023-02-18,2023-02-11T18:03:00,2023-02-18T14:40:00
INV-2023-000403,PO-2022-000202,VEN-100299,VINV/2023/50472,2023-02-19,2023-04-20,113948.98,20510.82,134459.80,INR,GST23INV070263,Matched,Paid,EMP-20106,2023-02-25,2023-02-19T16:23:00,2023-02-25T10:56:00
INV-2024-000404,PO-2024-000203,VEN-100493,VINV/2024/11743,2024-04-11,2024-05-11,98525.10,17734.52,116259.62,USD,GST24INV985027,Partially Matched,Paid,EMP-20140,2024-04-15,2024-04-11T15:19:00,2024-04-15T17:58:00
INV-2024-000405,PO-2024-000203,VEN-100493,VINV/2024/66998,2024-04-18,2024-05-18,94277.19,16969.89,111247.08,USD,GST24INV453449,Matched,Paid,EMP-20022,2024-04-24,2024-04-18T11:32:00,2024-04-24T18:10:00
INV-2024-000406,PO-2024-000203,VEN-100493,VINV/2024/40333,2024-04-12,2024-05-12,95541.45,17197.46,112738.91,USD,GST24INV430105,Partially Matched,Paid,EMP-20140,2024-04-16,2024-04-12T09:59:00,2024-04-16T18:09:00
INV-2025-000407,PO-2025-000204,VEN-100325,VINV/2025/33288,2025-06-25,2025-07-25,190623.30,34312.19,224935.49,INR,GST25INV671376,Matched,Paid,EMP-20131,2025-06-30,2025-06-25T15:39:00,2025-06-30T10:11:00
INV-2025-000408,PO-2025-000204,VEN-100325,VINV/2025/53885,2025-06-13,2025-07-13,179204.57,32256.82,211461.39,INR,GST25INV763828,Partially Matched,Overdue,EMP-20094,2025-06-20,2025-06-13T11:27:00,2025-06-20T08:29:00
INV-2025-000409,PO-2025-000205,VEN-100643,VINV/2025/56798,2025-07-24,2025-10-22,56391.59,10150.49,66542.08,INR,GST25INV383329,Partially Matched,Paid,EMP-20094,2025-07-30,2025-07-24T17:42:00,2025-07-30T15:40:00
INV-2025-000410,PO-2025-000205,VEN-100643,VINV/2025/22513,2025-07-17,2025-10-15,49513.57,8912.44,58426.01,INR,GST25INV251512,Matched,Approved,EMP-20099,2025-07-22,2025-07-17T18:22:00,2025-07-22T14:40:00
INV-2022-000411,PO-2022-000206,VEN-100429,VINV/2022/27132,2022-09-21,2022-11-05,543526.99,97834.86,641361.85,USD,GST22INV693687,Matched,Paid,EMP-20113,2022-09-25,2022-09-21T15:02:00,2022-09-25T17:32:00
INV-2022-000412,PO-2022-000206,VEN-100429,VINV/2022/10063,2022-10-14,2022-11-28,474988.63,85497.95,560486.58,USD,GST22INV044623,Matched,Paid,EMP-20113,2022-10-19,2022-10-14T12:28:00,2022-10-19T14:34:00
INV-2022-000413,PO-2022-000207,VEN-100486,VINV/2022/85765,2022-01-14,2022-01-29,1022783.29,184100.99,1206884.28,EUR,GST22INV448831,Matched,Paid,EMP-20068,2022-01-16,2022-01-14T13:04:00,2022-01-16T16:20:00
INV-2022-000414,PO-2022-000207,VEN-100486,VINV/2022/61307,2022-01-11,2022-01-26,978906.23,176203.12,1155109.35,EUR,GST22INV190253,Matched,Overdue,EMP-20072,2022-01-13,2022-01-11T13:28:00,2022-01-13T12:11:00
INV-2024-000415,PO-2024-000208,VEN-100534,VINV/2024/35845,2024-09-02,2024-12-01,346004.19,62280.75,408284.94,INR,GST24INV558339,Mismatched,Under Verification,EMP-20125,2024-09-05,2024-09-02T09:12:00,2024-09-05T13:43:00
INV-2024-000416,PO-2024-000208,VEN-100534,VINV/2024/82897,2024-08-19,2024-11-17,295476.83,53185.83,348662.66,INR,GST24INV753736,Matched,Paid,EMP-20003,2024-08-25,2024-08-19T08:28:00,2024-08-25T14:50:00
INV-2024-000417,PO-2024-000208,VEN-100534,VINV/2024/91321,2024-08-09,2024-11-07,270335.42,48660.38,318995.80,INR,GST24INV965203,Matched,Paid,EMP-20093,2024-08-13,2024-08-09T16:48:00,2024-08-13T17:22:00
INV-2021-000418,PO-2021-000210,VEN-100643,VINV/2021/27294,2021-05-24,2021-08-22,568487.85,102327.81,670815.66,INR,GST21INV456428,Matched,Paid,EMP-20096,2021-05-30,2021-05-24T18:49:00,2021-05-30T13:31:00
INV-2021-000419,PO-2021-000210,VEN-100643,VINV/2021/87245,2021-04-08,2021-07-07,503034.40,90546.19,593580.59,INR,GST21INV721725,Partially Matched,Paid,EMP-20085,2021-04-09,2021-04-08T15:49:00,2021-04-09T12:18:00
INV-2024-000420,PO-2024-000211,VEN-100450,VINV/2024/25918,2024-05-14,2024-07-13,52785.78,9501.44,62287.22,INR,GST24INV325835,Matched,Approved,EMP-20074,2024-05-19,2024-05-14T16:31:00,2024-05-19T10:46:00
INV-2024-000421,PO-2024-000211,VEN-100450,VINV/2024/12640,2024-05-14,2024-07-13,43444.88,7820.08,51264.96,INR,GST24INV318133,Matched,Paid,EMP-20099,2024-05-17,2024-05-14T12:07:00,2024-05-17T17:09:00
INV-2023-000422,PO-2023-000213,VEN-100439,VINV/2023/43268,2023-08-19,2023-09-18,93077.89,16754.02,109831.91,INR,GST23INV240573,Matched,Disputed,EMP-20125,2023-08-25,2023-08-19T13:16:00,2023-08-25T08:14:00
INV-2023-000423,PO-2023-000213,VEN-100439,VINV/2023/27802,2023-08-11,2023-09-10,84278.86,15170.19,99449.05,INR,GST23INV383048,Matched,Paid,EMP-20082,2023-08-16,2023-08-11T12:00:00,2023-08-16T12:08:00
INV-2022-000424,PO-2022-000214,VEN-100246,VINV/2022/94903,2022-11-25,2022-12-25,495374.98,89167.50,584542.48,INR,GST22INV044557,Matched,Paid,EMP-20104,2022-11-28,2022-11-25T15:19:00,2022-11-28T16:33:00
INV-2022-000425,PO-2022-000214,VEN-100246,VINV/2022/32470,2022-12-14,2023-01-13,584208.22,105157.48,689365.70,INR,GST22INV930179,Partially Matched,Paid,EMP-20060,2022-12-20,2022-12-14T12:38:00,2022-12-20T09:15:00
INV-2024-000426,PO-2024-000215,VEN-100668,VINV/2024/87179,2024-05-10,2024-06-09,242921.67,43725.90,286647.57,INR,GST24INV656910,Matched,Approved,EMP-20093,2024-05-16,2024-05-10T15:23:00,2024-05-16T08:12:00
INV-2024-000427,PO-2024-000215,VEN-100668,VINV/2024/69239,2024-05-04,2024-06-03,268625.51,48352.59,316978.10,INR,GST24INV931076,Matched,Under Verification,EMP-20072,2024-05-08,2024-05-04T13:07:00,2024-05-08T10:32:00
INV-2022-000428,PO-2022-000216,VEN-100416,VINV/2022/10356,2022-08-05,2022-09-04,658108.85,118459.59,776568.44,INR,GST22INV977438,Matched,Paid,EMP-20082,2022-08-12,2022-08-05T11:37:00,2022-08-12T13:30:00
INV-2022-000429,PO-2022-000216,VEN-100416,VINV/2022/90330,2022-08-15,2022-09-14,656384.10,118149.14,774533.24,INR,GST22INV890006,Matched,Paid,EMP-20108,2022-08-20,2022-08-15T11:12:00,2022-08-20T16:07:00
INV-2024-000430,PO-2024-000217,VEN-100646,VINV/2024/47411,2024-12-03,2025-02-01,342398.63,61631.75,404030.38,INR,GST24INV717925,Matched,Paid,EMP-20025,2024-12-08,2024-12-03T11:50:00,2024-12-08T18:20:00
INV-2024-000431,PO-2024-000217,VEN-100646,VINV/2024/71451,2024-11-04,2025-01-03,264723.41,47650.21,312373.62,INR,GST24INV871108,Matched,Disputed,EMP-20106,2024-11-11,2024-11-04T15:17:00,2024-11-11T13:19:00
INV-2024-000432,PO-2024-000217,VEN-100646,VINV/2024/95361,2024-12-09,2025-02-07,299417.79,53895.20,353312.99,INR,GST24INV045968,Matched,Paid,EMP-20039,2024-12-10,2024-12-09T09:42:00,2024-12-10T16:45:00
INV-2021-000433,PO-2021-000218,VEN-100440,VINV/2021/60465,2021-11-01,2021-12-16,43419.76,7815.56,51235.32,INR,GST21INV217287,Mismatched,Disputed,EMP-20129,2021-11-02,2021-11-01T12:33:00,2021-11-02T12:08:00
INV-2021-000434,PO-2021-000218,VEN-100440,VINV/2021/54938,2021-11-24,2022-01-08,52785.81,9501.45,62287.26,INR,GST21INV731270,Matched,Approved,EMP-20027,2021-11-27,2021-11-24T15:26:00,2021-11-27T08:27:00
INV-2024-000435,PO-2024-000220,VEN-100470,VINV/2024/64389,2024-12-15,2025-01-14,67512.98,12152.34,79665.32,INR,GST24INV183449,Matched,Overdue,EMP-20005,2024-12-17,2024-12-15T14:44:00,2024-12-17T15:49:00
INV-2024-000436,PO-2024-000220,VEN-100470,VINV/2024/12840,2024-12-04,2025-01-03,56784.38,10221.19,67005.57,INR,GST24INV933273,Partially Matched,Paid,EMP-20024,2024-12-10,2024-12-04T15:59:00,2024-12-10T13:36:00
INV-2024-000437,PO-2024-000220,VEN-100470,VINV/2024/54809,2024-12-11,2025-01-10,59355.98,10684.08,70040.06,INR,GST24INV190096,Matched,Paid,EMP-20086,2024-12-13,2024-12-11T11:20:00,2024-12-13T09:03:00
INV-2022-000438,PO-2021-000221,VEN-100344,VINV/2022/18775,2022-01-27,2022-02-26,452011.00,81361.98,533372.98,INR,GST22INV581796,Matched,Under Verification,EMP-20099,2022-02-02,2022-01-27T12:48:00,2022-02-02T18:13:00
INV-2021-000439,PO-2021-000221,VEN-100344,VINV/2021/15376,2021-12-18,2022-01-17,396979.19,71456.25,468435.44,INR,GST21INV758868,Matched,Paid,EMP-20086,2021-12-20,2021-12-18T09:46:00,2021-12-20T15:06:00
INV-2022-000440,PO-2021-000221,VEN-100344,VINV/2022/64738,2022-01-18,2022-02-17,381389.70,68650.15,450039.85,INR,GST22INV605597,Matched,Approved,EMP-20141,2022-01-21,2022-01-18T08:41:00,2022-01-21T17:00:00
INV-2025-000441,PO-2025-000222,VEN-100586,VINV/2025/19322,2025-05-08,2025-06-22,149328.62,26879.15,176207.77,INR,GST25INV447579,Matched,Approved,EMP-20052,2025-05-11,2025-05-08T16:33:00,2025-05-11T16:25:00
INV-2025-000442,PO-2025-000222,VEN-100586,VINV/2025/48104,2025-05-09,2025-06-23,137267.68,24708.18,161975.86,INR,GST25INV038698,Matched,Paid,EMP-20098,2025-05-11,2025-05-09T15:28:00,2025-05-11T17:07:00
INV-2025-000443,PO-2025-000222,VEN-100586,VINV/2025/33401,2025-04-29,2025-06-13,130380.51,23468.49,153849.00,INR,GST25INV865647,Partially Matched,Overdue,EMP-20013,2025-05-05,2025-04-29T11:53:00,2025-05-05T11:28:00
INV-2025-000444,PO-2025-000223,VEN-100685,VINV/2025/19021,2025-12-07,2026-01-06,435317.02,78357.06,513674.08,INR,GST25INV063444,Matched,Paid,EMP-20094,2025-12-12,2025-12-07T09:22:00,2025-12-12T15:58:00
INV-2025-000445,PO-2025-000223,VEN-100685,VINV/2025/55174,2025-12-20,2026-01-19,363636.46,65454.56,429091.02,INR,GST25INV428788,Partially Matched,Paid,EMP-20137,2025-12-26,2025-12-20T10:06:00,2025-12-26T17:00:00
INV-2024-000446,PO-2024-000224,VEN-100727,VINV/2024/94388,2024-04-01,2024-05-16,157822.74,28408.09,186230.83,INR,GST24INV543066,Partially Matched,Paid,EMP-20085,2024-04-06,2024-04-01T09:28:00,2024-04-06T10:46:00
INV-2024-000447,PO-2024-000224,VEN-100727,VINV/2024/42211,2024-03-25,2024-05-09,182154.62,32787.83,214942.45,INR,GST24INV587708,Mismatched,Approved,EMP-20114,2024-03-26,2024-03-25T13:53:00,2024-03-26T15:07:00
INV-2021-000448,PO-2021-000225,VEN-100345,VINV/2021/95128,2021-07-29,2021-08-28,3637886.29,654819.53,4292705.82,INR,GST21INV163606,Matched,Disputed,EMP-20055,2021-08-01,2021-07-29T17:43:00,2021-08-01T15:50:00
INV-2021-000449,PO-2021-000225,VEN-100345,VINV/2021/99569,2021-08-27,2021-09-26,3478008.71,626041.57,4104050.28,INR,GST21INV319775,Matched,Paid,EMP-20027,2021-08-30,2021-08-27T11:46:00,2021-08-30T10:25:00
INV-2024-000450,PO-2024-000226,VEN-100687,VINV/2024/27116,2024-12-09,2025-01-08,120295.10,21653.12,141948.22,INR,GST24INV399849,Matched,Paid,EMP-20141,2024-12-14,2024-12-09T12:11:00,2024-12-14T13:43:00
INV-2024-000451,PO-2024-000226,VEN-100687,VINV/2024/27115,2024-11-13,2024-12-13,133051.30,23949.23,157000.53,INR,GST24INV144057,Matched,Received,EMP-20114,,2024-11-13T16:38:00,2024-11-13T16:38:00
INV-2024-000452,PO-2024-000227,VEN-100667,VINV/2024/38906,2024-11-28,2025-01-27,39883.23,7178.98,47062.21,INR,GST24INV576737,Partially Matched,Approved,EMP-20033,2024-11-29,2024-11-28T09:16:00,2024-11-29T11:06:00
INV-2025-000453,PO-2024-000227,VEN-100667,VINV/2025/02995,2025-01-10,2025-03-11,35449.43,6380.90,41830.33,INR,GST25INV172286,Mismatched,Under Verification,EMP-20129,2025-01-11,2025-01-10T18:42:00,2025-01-11T17:02:00
INV-2021-000454,PO-2021-000230,VEN-100243,VINV/2021/06027,2021-11-12,2022-01-11,1480255.83,266446.05,1746701.88,INR,GST21INV889803,Matched,Approved,EMP-20052,2021-11-19,2021-11-12T15:34:00,2021-11-19T13:29:00
INV-2021-000455,PO-2021-000230,VEN-100243,VINV/2021/79346,2021-11-13,2022-01-12,1188966.74,214014.01,1402980.75,INR,GST21INV674182,Partially Matched,Under Verification,EMP-20125,2021-11-14,2021-11-13T12:45:00,2021-11-14T11:51:00
INV-2021-000456,PO-2021-000230,VEN-100243,VINV/2021/24472,2021-11-11,2022-01-10,1263446.94,227420.45,1490867.39,INR,GST21INV686058,Matched,Paid,EMP-20011,2021-11-15,2021-11-11T09:39:00,2021-11-15T13:36:00
INV-2022-000457,PO-2022-000232,VEN-100234,VINV/2022/14529,2022-12-20,2023-02-03,48121.05,8661.79,56782.84,INR,GST22INV579652,Matched,Overdue,EMP-20116,2022-12-22,2022-12-20T16:18:00,2022-12-22T17:55:00
INV-2023-000458,PO-2022-000232,VEN-100234,VINV/2023/11290,2023-01-09,2023-02-23,39312.78,7076.30,46389.08,INR,GST23INV019360,Matched,Paid,EMP-20088,2023-01-11,2023-01-09T17:29:00,2023-01-11T08:23:00
INV-2022-000459,PO-2022-000232,VEN-100234,VINV/2022/53551,2022-12-13,2023-01-27,46918.33,8445.30,55363.63,INR,GST22INV680312,Matched,Under Verification,EMP-20074,2022-12-19,2022-12-13T09:32:00,2022-12-19T10:50:00
INV-2025-000460,PO-2025-000233,VEN-100278,VINV/2025/42476,2025-04-05,2025-05-20,309774.39,55759.39,365533.78,INR,GST25INV578931,Matched,Paid,EMP-20033,2025-04-09,2025-04-05T10:19:00,2025-04-09T10:35:00
INV-2025-000461,PO-2025-000233,VEN-100278,VINV/2025/15409,2025-05-05,2025-06-19,284956.29,51292.13,336248.42,INR,GST25INV594972,Partially Matched,Disputed,EMP-20022,2025-05-12,2025-05-05T16:35:00,2025-05-12T18:36:00
INV-2026-000462,PO-2026-000234,VEN-100598,VINV/2026/19065,2026-03-30,2026-04-29,228316.28,41096.93,269413.21,INR,GST26INV784619,Partially Matched,Paid,EMP-20033,2026-04-02,2026-03-30T14:50:00,2026-04-02T13:03:00
INV-2026-000463,PO-2026-000234,VEN-100598,VINV/2026/39858,2026-03-25,2026-04-24,279705.54,50347.00,330052.54,INR,GST26INV336793,Matched,Approved,EMP-20101,2026-04-01,2026-03-25T15:41:00,2026-04-01T08:21:00
INV-2021-000464,PO-2021-000235,VEN-100290,VINV/2021/77431,2021-10-22,2021-12-06,35346.49,6362.37,41708.86,INR,GST21INV380115,Matched,Paid,EMP-20098,2021-10-25,2021-10-22T18:55:00,2021-10-25T16:35:00
INV-2021-000465,PO-2021-000235,VEN-100290,VINV/2021/69328,2021-12-13,2022-01-27,35788.44,6441.92,42230.36,INR,GST21INV296653,Matched,Paid,EMP-20039,2021-12-14,2021-12-13T18:27:00,2021-12-14T08:51:00
INV-2021-000466,PO-2021-000235,VEN-100290,VINV/2021/83993,2021-11-23,2022-01-07,40624.89,7312.48,47937.37,INR,GST21INV653450,Matched,Approved,EMP-20052,2021-11-25,2021-11-23T09:43:00,2021-11-25T18:28:00
INV-2026-000467,PO-2025-000236,VEN-100614,VINV/2026/62774,2026-01-19,2026-02-03,350340.84,63061.35,413402.19,INR,GST26INV848181,Mismatched,Disputed,EMP-20029,2026-01-24,2026-01-19T10:54:00,2026-01-24T17:25:00
INV-2025-000468,PO-2025-000236,VEN-100614,VINV/2025/59067,2025-12-23,2026-01-07,359589.32,64726.08,424315.40,INR,GST25INV135495,Partially Matched,Approved,EMP-20005,2025-12-25,2025-12-23T13:27:00,2025-12-25T18:39:00
INV-2026-000469,PO-2025-000236,VEN-100614,VINV/2026/44257,2026-01-14,2026-01-29,338720.84,60969.75,399690.59,INR,GST26INV501308,Matched,Paid,EMP-20113,2026-01-19,2026-01-14T16:54:00,2026-01-19T10:00:00
INV-2021-000470,PO-2021-000238,VEN-100597,VINV/2021/42192,2021-12-26,2022-01-25,10281532.73,1850675.89,12132208.62,INR,GST21INV244017,Matched,Approved,EMP-20024,2021-12-27,2021-12-26T15:04:00,2021-12-27T17:25:00
INV-2022-000471,PO-2021-000238,VEN-100597,VINV/2022/45456,2022-01-28,2022-02-27,9224995.92,1660499.27,10885495.19,INR,GST22INV510055,Matched,Overdue,EMP-20104,2022-02-02,2022-01-28T17:19:00,2022-02-02T17:34:00
INV-2025-000472,PO-2025-000240,VEN-100675,VINV/2025/29050,2025-07-22,2025-09-05,84126.18,15142.71,99268.89,INR,GST25INV251947,Partially Matched,Paid,EMP-20027,2025-07-28,2025-07-22T16:27:00,2025-07-28T11:15:00
INV-2025-000473,PO-2025-000240,VEN-100675,VINV/2025/96315,2025-07-21,2025-09-04,61417.16,11055.09,72472.25,INR,GST25INV601816,Matched,Paid,EMP-20125,2025-07-27,2025-07-21T14:38:00,2025-07-27T12:48:00
INV-2024-000474,PO-2024-000241,VEN-100438,VINV/2024/66442,2024-07-11,2024-09-09,453164.39,81569.59,534733.98,INR,GST24INV921706,Matched,Overdue,EMP-20022,2024-07-14,2024-07-11T15:39:00,2024-07-14T10:40:00
INV-2024-000475,PO-2024-000241,VEN-100438,VINV/2024/45778,2024-06-29,2024-08-28,536630.92,96593.57,633224.49,INR,GST24INV406179,Mismatched,Approved,EMP-20026,2024-07-04,2024-06-29T13:00:00,2024-07-04T13:58:00
INV-2024-000476,PO-2024-000241,VEN-100438,VINV/2024/71162,2024-07-27,2024-09-25,370178.16,66632.07,436810.23,INR,GST24INV768651,Partially Matched,Paid,EMP-20033,2024-08-03,2024-07-27T08:37:00,2024-08-03T09:29:00
INV-2025-000477,PO-2025-000242,VEN-100311,VINV/2025/09835,2025-01-21,2025-02-20,488722.25,87970.00,576692.25,INR,GST25INV992158,Matched,Paid,EMP-20121,2025-01-24,2025-01-21T12:21:00,2025-01-24T16:01:00
INV-2025-000478,PO-2025-000242,VEN-100311,VINV/2025/54577,2025-01-25,2025-02-24,564998.34,101699.70,666698.04,INR,GST25INV025711,Matched,Approved,EMP-20080,2025-02-01,2025-01-25T17:16:00,2025-02-01T08:22:00
INV-2021-000479,PO-2021-000243,VEN-100310,VINV/2021/44342,2021-07-19,2021-08-18,165694.15,29824.95,195519.10,INR,GST21INV074977,Matched,Paid,EMP-20117,2021-07-20,2021-07-19T18:29:00,2021-07-20T17:58:00
INV-2021-000480,PO-2021-000243,VEN-100310,VINV/2021/93774,2021-06-16,2021-07-16,165704.61,29826.83,195531.44,INR,GST21INV558396,Matched,Under Verification,EMP-20106,2021-06-18,2021-06-16T15:50:00,2021-06-18T10:59:00
INV-2025-000481,PO-2025-000244,VEN-100578,VINV/2025/26103,2025-04-24,2025-06-08,55370.11,9966.62,65336.73,INR,GST25INV089040,Matched,Under Verification,EMP-20055,2025-04-29,2025-04-24T14:39:00,2025-04-29T17:54:00
INV-2025-000482,PO-2025-000244,VEN-100578,VINV/2025/77515,2025-04-08,2025-05-23,41987.49,7557.75,49545.24,INR,GST25INV310273,Matched,Paid,EMP-20104,2025-04-12,2025-04-08T13:11:00,2025-04-12T14:54:00
INV-2025-000483,PO-2025-000244,VEN-100578,VINV/2025/00681,2025-04-17,2025-06-01,41668.85,7500.39,49169.24,INR,GST25INV790893,Matched,Approved,EMP-20104,2025-04-23,2025-04-17T17:55:00,2025-04-23T10:45:00
INV-2025-000484,PO-2025-000245,VEN-100263,VINV/2025/91033,2025-01-10,2025-03-11,407425.50,73336.59,480762.09,INR,GST25INV240695,Matched,Paid,EMP-20131,2025-01-12,2025-01-10T09:28:00,2025-01-12T09:40:00
INV-2025-000485,PO-2025-000245,VEN-100263,VINV/2025/20645,2025-01-14,2025-03-15,338411.51,60914.07,399325.58,INR,GST25INV339764,Matched,Paid,EMP-20110,2025-01-18,2025-01-14T10:50:00,2025-01-18T15:44:00
INV-2022-000486,PO-2022-000246,VEN-100519,VINV/2022/48545,2022-05-21,2022-07-05,42014.94,7562.69,49577.63,INR,GST22INV894304,Matched,Approved,EMP-20113,2022-05-27,2022-05-21T09:04:00,2022-05-27T11:42:00
INV-2022-000487,PO-2022-000246,VEN-100519,VINV/2022/12484,2022-05-08,2022-06-22,43992.85,7918.71,51911.56,INR,GST22INV940024,Partially Matched,Paid,EMP-20100,2022-05-12,2022-05-08T15:11:00,2022-05-12T12:35:00
INV-2025-000488,PO-2025-000247,VEN-100418,VINV/2025/64826,2025-03-23,2025-05-07,253863.80,45695.48,299559.28,INR,GST25INV457813,Matched,Paid,EMP-20052,2025-03-29,2025-03-23T11:28:00,2025-03-29T14:32:00
INV-2025-000489,PO-2025-000247,VEN-100418,VINV/2025/97629,2025-03-14,2025-04-28,246419.73,44355.55,290775.28,INR,GST25INV484756,Matched,Paid,EMP-20016,2025-03-15,2025-03-14T09:19:00,2025-03-15T15:11:00
