purchase_order_id,vendor_id,requested_by_employee_id,approved_by_employee_id,department,po_type,procurement_category,po_date,expected_delivery_date,po_amount_inr,currency,payment_terms_days,po_status,priority,fiscal_year,created_at,updated_at
PO-2021-000585,VEN-100617,EMP-20144,EMP-20081,Operations,Service,Logistics & Transportation,2021-12-12,2022-01-01,381625.51,INR,30,Approved,Medium,2021-22,2021-12-12T14:39:00,2021-12-18T18:39:00
PO-2026-000586,VEN-100332,EMP-20021,EMP-20008,Operations,Contract,Professional Services,2026-02-28,2026-04-21,4232334.79,INR,30,Closed,Low,2025-26,2026-02-28T18:31:00,2026-03-01T21:31:00
PO-2023-000587,VEN-100729,EMP-20054,EMP-20055,Procurement,Standard,IT & Software,2023-06-03,2023-06-21,693000.96,INR,30,Partially Invoiced,Low,2023-24,2023-06-03T17:13:00,2023-06-07T20:13:00
PO-2022-000588,VEN-100520,EMP-20048,EMP-20071,Legal,Standard,Logistics & Transportation,2022-05-24,2022-06-13,138105.71,INR,30,Approved,Medium,2022-23,2022-05-24T17:43:00,2022-06-04T00:43:00
PO-2023-000589,VEN-100287,EMP-20002,,Admin,Standard,Construction & Contracting,2023-02-25,2023-03-18,700368.69,INR,45,Rejected,Medium,2022-23,2023-02-25T17:16:00,2023-02-26T18:16:00
PO-2026-000590,VEN-100616,EMP-20015,EMP-20058,Operations,Standard,Construction & Contracting,2026-06-04,2026-06-28,746575.07,INR,90,Closed,Urgent,2026-27,2026-06-04T08:00:00,2026-06-08T16:00:00
PO-2021-000591,VEN-100662,EMP-20080,EMP-20114,Procurement,Standard,IT & Software,2021-12-14,2022-01-06,330890.03,INR,30,Approved,Medium,2021-22,2021-12-14T15:59:00,2021-12-19T22:59:00
PO-2023-000592,VEN-100321,EMP-20021,EMP-20007,Operations,Standard,Material Procurement,2023-10-20,2023-11-08,436078.45,USD,30,Approved,Medium,2023-24,2023-10-20T13:59:00,2023-10-26T17:59:00
PO-2023-000593,VEN-100406,EMP-20135,EMP-20075,Procurement,Blanket,Material Procurement,2023-10-04,2023-11-05,4670225.96,INR,30,Closed,High,2023-24,2023-10-04T16:54:00,2023-10-14T23:54:00
PO-2021-000594,VEN-100267,EMP-20051,EMP-20055,Legal,Standard,Professional Services,2021-08-26,2021-09-17,203141.92,INR,90,Approved,Medium,2021-22,2021-08-26T08:28:00,2021-08-31T16:28:00
PO-2025-000595,VEN-100567,EMP-20101,,Procurement,Standard,IT & Software,2025-11-14,2025-12-03,680524.72,INR,15,Pending Approval,Medium,2025-26,2025-11-14T10:53:00,2025-11-16T18:53:00
PO-2023-000596,VEN-100413,EMP-20127,EMP-20008,Procurement,Blanket,Material Procurement,2023-05-03,2023-06-03,3135548.31,INR,30,Closed,Low,2023-24,2023-05-03T11:49:00,2023-05-10T12:49:00
PO-2025-000597,VEN-100449,EMP-20008,EMP-20058,Operations,Standard,Professional Services,2025-09-11,2025-10-01,785534.22,INR,45,Approved,Low,2025-26,2025-09-11T10:01:00,2025-09-12T17:01:00
PO-2024-000598,VEN-100725,EMP-20147,EMP-20117,Procurement,Standard,Construction & Contracting,2024-09-05,2024-09-29,511976.47,USD,30,Approved,Medium,2024-25,2024-09-05T15:20:00,2024-09-14T17:20:00
PO-2021-000599,VEN-100373,EMP-20012,EMP-20013,IT,Blanket,Raw Materials,2021-07-09,2021-08-14,1773293.04,INR,30,Partially Invoiced,Low,2021-22,2021-07-09T12:11:00,2021-07-12T18:11:00
PO-2021-000600,VEN-100291,EMP-20007,EMP-20067,Procurement,Blanket,Professional Services,2021-11-12,2021-12-13,1233233.08,INR,15,Partially Invoiced,Low,2021-22,2021-11-12T12:31:00,2021-11-18T16:31:00
PO-2023-000601,VEN-100709,EMP-20134,EMP-20114,Operations,Standard,Construction & Contracting,2023-03-06,2023-03-28,540778.23,INR,30,Partially Invoiced,Medium,2022-23,2023-03-06T12:36:00,2023-03-15T18:36:00
PO-2026-000602,VEN-100292,EMP-20089,EMP-20075,Procurement,Blanket,Logistics & Transportation,2026-06-17,2026-07-24,3262405.03,INR,30,Approved,Medium,2026-27,2026-06-17T18:14:00,2026-06-27T20:14:00
PO-2022-000603,VEN-100576,EMP-20118,EMP-20069,Procurement,Service,IT & Software,2022-09-08,2022-09-30,810782.79,INR,60,Approved,Medium,2022-23,2022-09-08T10:43:00,2022-09-12T13:43:00
PO-2023-000604,VEN-100594,EMP-20089,EMP-20014,Procurement,Standard,Professional Services,2023-04-26,2023-05-12,61989.41,INR,45,Approved,Low,2023-24,2023-04-26T15:42:00,2023-05-05T19:42:00
PO-2025-000605,VEN-100468,EMP-20062,EMP-20127,IT,Service,Material Procurement,2025-09-23,2025-10-19,1164537.82,INR,60,Approved,Low,2025-26,2025-09-23T08:05:00,2025-09-29T12:05:00
PO-2025-000606,VEN-100440,EMP-20132,EMP-20067,Admin,Service,Professional Services,2025-07-17,2025-08-08,1148163.68,INR,45,Approved,Medium,2025-26,2025-07-17T11:11:00,2025-07-18T15:11:00
PO-2024-000607,VEN-100700,EMP-20025,EMP-20003,IT,Standard,Construction & Contracting,2024-11-17,2024-12-08,38884.29,INR,30,Approved,Medium,2024-25,2024-11-17T18:47:00,2024-11-27T01:47:00
PO-2021-000608,VEN-100431,EMP-20138,EMP-20127,Admin,Blanket,Professional Services,2021-09-14,2021-10-16,3275351.72,INR,60,Closed,Medium,2021-22,2021-09-14T08:12:00,2021-09-15T08:12:00
PO-2025-000609,VEN-100717,EMP-20051,EMP-20127,Legal,Blanket,Material Procurement,2025-10-24,2025-12-01,1441532.66,INR,15,Closed,Medium,2025-26,2025-10-24T11:05:00,2025-10-28T18:05:00
PO-2023-000610,VEN-100331,EMP-20105,,Procurement,Standard,Construction & Contracting,2023-09-21,2023-10-13,115255.59,INR,60,Pending Approval,Low,2023-24,2023-09-21T08:55:00,2023-09-28T11:55:00
PO-2023-000611,VEN-100366,EMP-20067,EMP-20008,Legal,Service,Construction & Contracting,2023-06-04,2023-06-30,1259065.87,INR,30,Approved,Medium,2023-24,2023-06-04T15:47:00,2023-06-13T23:47:00
PO-2025-000612,VEN-100423,EMP-20010,EMP-20116,Operations,Standard,Material Procurement,2025-11-12,2025-12-04,401728.24,INR,30,Closed,High,2025-26,2025-11-12T11:45:00,2025-11-12T19:45:00
PO-2023-000613,VEN-100244,EMP-20089,EMP-20117,Procurement,Service,Raw Materials,2023-10-11,2023-11-09,852220.74,INR,30,Approved,Medium,2023-24,2023-10-11T18:22:00,2023-10-19T00:22:00
PO-2024-000614,VEN-100245,EMP-20041,EMP-20066,Procurement,Standard,Raw Materials,2024-11-03,2024-11-23,173956.01,INR,30,Approved,Low,2024-25,2024-11-03T17:54:00,2024-11-14T00:54:00
PO-2023-000615,VEN-100321,EMP-20067,EMP-20117,Legal,Service,Material Procurement,2023-08-26,2023-09-17,616038.29,INR,30,Approved,Low,2023-24,2023-08-26T17:13:00,2023-08-30T18:13:00
PO-2023-000616,VEN-100696,EMP-20107,EMP-20046,Admin,Standard,IT & Software,2023-10-09,2023-10-28,179600.27,INR,30,Closed,High,2023-24,2023-10-09T11:13:00,2023-10-17T11:13:00
PO-2023-000617,VEN-100244,EMP-20077,EMP-20103,Procurement,Blanket,Raw Materials,2023-06-01,2023-07-02,2106697.44,INR,30,Approved,Medium,2023-24,2023-06-01T17:14:00,2023-06-03T01:14:00
PO-2026-000618,VEN-100380,EMP-20108,EMP-20001,Operations,Standard,IT & Software,2026-01-10,2026-01-27,288751.27,INR,60,Approved,High,2025-26,2026-01-10T16:38:00,2026-01-20T17:38:00
PO-2024-000619,VEN-100723,EMP-20012,EMP-20004,IT,Contract,Construction & Contracting,2024-06-02,2024-07-18,9318707.42,INR,30,Closed,Urgent,2024-25,2024-06-02T16:02:00,2024-06-10T17:02:00
PO-2023-000620,VEN-100344,EMP-20142,EMP-20135,Operations,Standard,Material Procurement,2023-11-03,2023-11-25,184174.33,INR,30,Approved,Medium,2023-24,2023-11-03T09:09:00,2023-11-13T14:09:00
PO-2025-000621,VEN-100452,EMP-20035,EMP-20141,Admin,Standard,IT & Software,2025-07-16,2025-08-07,181465.01,INR,30,Cancelled,High,2025-26,2025-07-16T13:18:00,2025-07-24T15:18:00
PO-2023-000622,VEN-100287,EMP-20064,EMP-20117,Legal,Standard,Construction & Contracting,2023-12-21,2024-01-11,610005.04,INR,45,Approved,Medium,2023-24,2023-12-21T11:08:00,2023-12-27T17:08:00
PO-2025-000623,VEN-100515,EMP-20101,EMP-20004,Procurement,Contract,Material Procurement,2025-01-09,2025-03-03,10806950.58,INR,15,Closed,Medium,2024-25,2025-01-09T09:05:00,2025-01-14T14:05:00
PO-2026-000624,VEN-100507,EMP-20042,EMP-20117,Procurement,Standard,Professional Services,2026-06-26,2026-07-21,329781.36,INR,45,Approved,Medium,2026-27,2026-06-26T18:56:00,2026-07-04T22:56:00
PO-2022-000625,VEN-100521,EMP-20084,,Procurement,Blanket,Material Procurement,2022-12-06,2023-01-05,3653556.78,INR,30,Pending Approval,Low,2022-23,2022-12-06T12:57:00,2022-12-14T14:57:00
PO-2022-000626,VEN-100719,EMP-20084,EMP-20150,Procurement,Standard,Construction & Contracting,2022-12-09,2023-01-03,183978.52,INR,60,Closed,Low,2022-23,2022-12-09T14:49:00,2022-12-12T18:49:00
PO-2021-000627,VEN-100286,EMP-20010,EMP-20114,Operations,Standard,Material Procurement,2021-07-10,2021-08-02,327244.99,INR,30,Partially Invoiced,Urgent,2021-22,2021-07-10T16:19:00,2021-07-18T21:19:00
PO-2025-000628,VEN-100671,EMP-20041,EMP-20055,Procurement,Standard,Material Procurement,2025-01-27,2025-02-17,714997.49,INR,45,Closed,Medium,2024-25,2025-01-27T16:07:00,2025-01-27T21:07:00
PO-2021-000629,VEN-100405,EMP-20142,EMP-20046,Operations,Standard,Professional Services,2021-01-11,2021-02-02,120955.09,INR,30,Partially Invoiced,Medium,2020-21,2021-01-11T13:15:00,2021-01-20T21:15:00
PO-2023-000630,VEN-100645,EMP-20058,EMP-20128,Procurement,Standard,Professional Services,2023-02-13,2023-03-08,245515.01,INR,30,Partially Invoiced,Low,2022-23,2023-02-13T11:06:00,2023-02-18T19:06:00
PO-2021-000631,VEN-100634,EMP-20051,EMP-20075,Legal,Blanket,Material Procurement,2021-05-08,2021-06-13,2125703.90,INR,60,Approved,High,2021-22,2021-05-08T10:30:00,2021-05-11T17:30:00
PO-2023-000632,VEN-100282,EMP-20079,EMP-20133,IT,Service,Professional Services,2023-10-19,2023-11-18,633992.88,INR,30,Closed,Medium,2023-24,2023-10-19T14:28:00,2023-10-26T20:28:00
PO-2024-000633,VEN-100342,EMP-20038,EMP-20128,Admin,Standard,Logistics & Transportation,2024-11-23,2024-12-11,400692.41,INR,60,Closed,Low,2024-25,2024-11-23T15:30:00,2024-11-23T17:30:00
PO-2022-000634,VEN-100617,EMP-20079,,IT,Contract,Logistics & Transportation,2022-08-17,2022-10-01,3256555.12,INR,30,Pending Approval,Medium,2022-23,2022-08-17T16:09:00,2022-08-18T21:09:00
PO-2026-000635,VEN-100432,EMP-20079,EMP-20010,IT,Standard,Professional Services,2026-04-03,2026-04-22,401592.29,INR,45,Partially Invoiced,High,2026-27,2026-04-03T12:13:00,2026-04-05T19:13:00
PO-2026-000636,VEN-100235,EMP-20030,EMP-20129,Legal,Standard,Construction & Contracting,2026-01-18,2026-02-07,77362.52,INR,15,Approved,Low,2025-26,2026-01-18T14:30:00,2026-01-27T16:30:00
PO-2025-000637,VEN-100325,EMP-20112,EMP-20059,Admin,Service,Material Procurement,2025-06-27,2025-07-26,1154434.23,INR,30,Closed,High,2025-26,2025-06-27T18:39:00,2025-07-04T00:39:00
PO-2025-000638,VEN-100385,EMP-20083,EMP-20118,IT,Standard,Construction & Contracting,2025-11-09,2025-11-26,60510.28,INR,30,Closed,Low,2025-26,2025-11-09T08:36:00,2025-11-19T12:36:00
PO-2026-000639,VEN-100618,EMP-20144,EMP-20116,Operations,Standard,Professional Services,2026-05-15,2026-06-08,458498.44,INR,45,Approved,Low,2026-27,2026-05-15T16:12:00,2026-05-23T00:12:00
PO-2024-000640,VEN-100244,EMP-20030,EMP-20055,Legal,Service,Raw Materials,2024-12-16,2025-01-14,821196.18,INR,30,Cancelled,High,2024-25,2024-12-16T15:05:00,2024-12-24T20:05:00
PO-2023-000641,VEN-100507,EMP-20132,EMP-20069,Admin,Standard,Professional Services,2023-12-18,2024-01-07,693030.11,INR,45,Approved,Medium,2023-24,2023-12-18T14:16:00,2023-12-19T15:16:00
PO-2024-000642,VEN-100298,EMP-20123,EMP-20040,Procurement,Standard,Logistics & Transportation,2024-10-21,2024-11-07,136626.55,INR,30,Approved,Medium,2024-25,2024-10-21T08:39:00,2024-10-26T10:39:00
PO-2026-000643,VEN-100250,EMP-20015,EMP-20079,Operations,Standard,Raw Materials,2026-01-17,2026-02-02,101526.77,INR,45,Approved,Medium,2025-26,2026-01-17T08:12:00,2026-01-20T11:12:00
PO-2021-000644,VEN-100575,EMP-20115,EMP-20001,Admin,Service,Construction & Contracting,2021-05-15,2021-06-11,608320.59,INR,30,Approved,Medium,2021-22,2021-05-15T08:26:00,2021-05-25T11:26:00
PO-2022-000645,VEN-100244,EMP-20064,EMP-20133,Legal,Service,Raw Materials,2022-09-16,2022-10-15,899950.41,INR,30,Approved,Low,2022-23,2022-09-16T14:28:00,2022-09-17T22:28:00
PO-2024-000646,VEN-100369,EMP-20038,EMP-20114,Admin,Standard,IT & Software,2024-02-11,2024-03-04,788614.25,USD,45,Partially Invoiced,Urgent,2023-24,2024-02-11T08:00:00,2024-02-18T12:00:00
PO-2022-000647,VEN-100685,EMP-20042,EMP-20116,Procurement,Standard,IT & Software,2022-12-21,2023-01-15,748467.78,INR,30,Closed,Medium,2022-23,2022-12-21T11:37:00,2022-12-29T15:37:00
PO-2025-000648,VEN-100262,EMP-20041,EMP-20069,Procurement,Service,Material Procurement,2025-01-24,2025-02-21,866468.29,INR,30,Approved,Low,2024-25,2025-01-24T12:56:00,2025-01-30T15:56:00
PO-2024-000649,VEN-100655,EMP-20112,EMP-20085,Admin,Contract,Material Procurement,2024-12-20,2025-02-10,7047774.89,USD,30,Closed,Low,2024-25,2024-12-20T12:15:00,2024-12-30T17:15:00
PO-2024-000650,VEN-100459,EMP-20054,EMP-20128,Procurement,Standard,Professional Services,2024-05-31,2024-06-22,489623.09,INR,30,Approved,Medium,2024-25,2024-05-31T08:57:00,2024-05-31T10:57:00
PO-2024-000651,VEN-100517,EMP-20126,EMP-20103,Procurement,Blanket,Material Procurement,2024-08-26,2024-09-26,3664848.54,INR,15,Partially Invoiced,Medium,2024-25,2024-08-26T16:01:00,2024-09-05T23:01:00
PO-2025-000652,VEN-100700,EMP-20030,EMP-20058,Legal,Standard,Construction & Contracting,2025-07-21,2025-08-05,654905.47,INR,30,Partially Invoiced,Medium,2025-26,2025-07-21T09:29:00,2025-07-26T12:29:00
PO-2024-000653,VEN-100538,EMP-20002,EMP-20093,Admin,Standard,IT & Software,2024-07-04,2024-07-23,40330.79,INR,45,Approved,Medium,2024-25,2024-07-04T11:14:00,2024-07-11T16:14:00
PO-2023-000654,VEN-100257,EMP-20065,EMP-20001,Operations,Standard,Logistics & Transportation,2023-03-23,2023-04-08,570636.97,INR,45,Closed,Medium,2022-23,2023-03-23T12:36:00,2023-03-31T19:36:00
PO-2021-000655,VEN-100346,EMP-20124,EMP-20116,Procurement,Standard,IT & Software,2021-09-20,2021-10-06,597581.49,INR,30,Closed,Low,2021-22,2021-09-20T10:16:00,2021-09-29T13:16:00
PO-2022-000656,VEN-100594,EMP-20065,,Operations,Standard,Professional Services,2022-06-02,2022-06-27,550433.51,INR,45,Draft,Low,2022-23,2022-06-02T16:56:00,2022-06-09T16:56:00
PO-2023-000657,VEN-100525,EMP-20144,,Operations,Service,Material Procurement,2023-04-14,2023-05-08,992543.57,INR,15,Pending Approval,Medium,2023-24,2023-04-14T09:43:00,2023-04-22T16:43:00
PO-2023-000658,VEN-100576,EMP-20078,EMP-20015,Admin,Standard,IT & Software,2023-07-09,2023-07-29,58685.12,INR,60,Partially Invoiced,Medium,2023-24,2023-07-09T08:25:00,2023-07-12T13:25:00
PO-2022-000659,VEN-100285,EMP-20128,EMP-20075,IT,Blanket,Material Procurement,2022-02-08,2022-03-12,4956190.90,INR,30,Approved,Urgent,2021-22,2022-02-08T13:19:00,2022-02-09T14:19:00
PO-2023-000660,VEN-100250,EMP-20107,EMP-20086,Admin,Standard,Raw Materials,2023-08-28,2023-09-15,43618.24,INR,45,Partially Invoiced,High,2023-24,2023-08-28T13:53:00,2023-08-28T18:53:00
PO-2021-000661,VEN-100592,EMP-20059,EMP-20004,Operations,Contract,Professional Services,2021-06-25,2021-08-09,15739239.96,INR,15,Closed,Low,2021-22,2021-06-25T08:24:00,2021-06-30T09:24:00
PO-2021-000662,VEN-100319,EMP-20015,EMP-20127,Operations,Blanket,Logistics & Transportation,2021-04-25,2021-06-02,2488632.81,INR,45,Approved,Medium,2021-22,2021-04-25T08:18:00,2021-05-01T14:18:00
PO-2023-000663,VEN-100295,EMP-20138,EMP-20117,Admin,Service,Logistics & Transportation,2023-08-09,2023-09-04,388012.38,INR,30,Closed,Low,2023-24,2023-08-09T17:39:00,2023-08-10T22:39:00
PO-2024-000664,VEN-100684,EMP-20150,EMP-20019,Legal,Service,Material Procurement,2024-12-31,2025-01-21,708411.31,INR,45,Approved,Medium,2024-25,2024-12-31T17:50:00,2025-01-03T19:50:00
PO-2021-000665,VEN-100673,EMP-20115,EMP-20081,Admin,Standard,Material Procurement,2021-04-01,2021-04-16,351280.43,INR,15,Partially Invoiced,Medium,2021-22,2021-04-01T10:19:00,2021-04-10T16:19:00
PO-2022-000666,VEN-100587,EMP-20145,,Operations,Service,IT & Software,2022-09-25,2022-10-24,501222.95,INR,30,Pending Approval,High,2022-23,2022-09-25T13:18:00,2022-09-30T13:18:00
PO-2023-000667,VEN-100591,EMP-20132,EMP-20146,Admin,Service,Material Procurement,2023-05-15,2023-06-09,259670.56,INR,15,Approved,High,2023-24,2023-05-15T11:12:00,2023-05-25T14:12:00
PO-2024-000668,VEN-100276,EMP-20075,EMP-20081,IT,Standard,IT & Software,2024-03-30,2024-04-23,393686.92,INR,15,Closed,Low,2023-24,2024-03-30T13:39:00,2024-04-03T19:39:00
PO-2024-000669,VEN-100449,EMP-20041,,Procurement,Standard,Professional Services,2024-08-01,2024-08-19,703981.75,INR,45,Pending Approval,Low,2024-25,2024-08-01T11:29:00,2024-08-10T14:29:00
PO-2021-000670,VEN-100389,EMP-20107,EMP-20075,Admin,Service,Professional Services,2021-01-14,2021-02-08,1431252.93,INR,30,Approved,Medium,2020-21,2021-01-14T08:04:00,2021-01-19T08:04:00
PO-2022-000671,VEN-100615,EMP-20026,EMP-20133,Procurement,Standard,Material Procurement,2022-02-12,2022-03-02,366316.29,USD,30,Closed,Medium,2021-22,2022-02-12T12:11:00,2022-02-15T16:11:00
PO-2021-000672,VEN-100732,EMP-20047,EMP-20001,Procurement,Standard,Construction & Contracting,2021-07-27,2021-08-11,454741.34,INR,45,Approved,Medium,2021-22,2021-07-27T18:08:00,2021-08-02T19:08:00
PO-2025-000673,VEN-100457,EMP-20054,EMP-20117,Procurement,Standard,Construction & Contracting,2025-06-25,2025-07-19,211116.20,INR,30,Partially Invoiced,Medium,2025-26,2025-06-25T14:56:00,2025-06-26T15:56:00
PO-2024-000674,VEN-100329,EMP-20034,EMP-20058,Procurement,Service,Professional Services,2024-07-26,2024-08-18,327937.87,INR,30,Approved,Medium,2024-25,2024-07-26T08:48:00,2024-08-04T11:48:00
PO-2023-000675,VEN-100602,EMP-20067,EMP-20133,Legal,Service,Raw Materials,2023-11-07,2023-12-06,525136.88,INR,60,Approved,Medium,2023-24,2023-11-07T15:13:00,2023-11-08T22:13:00
PO-2023-000676,VEN-100694,EMP-20135,EMP-20117,Procurement,Standard,Professional Services,2023-11-29,2023-12-21,419175.70,INR,30,Partially Invoiced,High,2023-24,2023-11-29T10:20:00,2023-12-04T18:20:00
PO-2024-000677,VEN-100716,EMP-20107,EMP-20069,Admin,Service,Professional Services,2024-08-23,2024-09-12,767448.44,INR,60,Approved,Low,2024-25,2024-08-23T11:14:00,2024-08-26T18:14:00
PO-2024-000678,VEN-100386,EMP-20083,EMP-20010,IT,Standard,Professional Services,2024-02-02,2024-02-18,354392.71,INR,30,Approved,High,2023-24,2024-02-02T10:48:00,2024-02-03T14:48:00
PO-2023-000679,VEN-100538,EMP-20116,EMP-20058,Procurement,Standard,IT & Software,2023-04-18,2023-05-08,477570.72,INR,45,Closed,Medium,2023-24,2023-04-18T15:20:00,2023-04-22T21:20:00
PO-2024-000680,VEN-100248,EMP-20047,EMP-20007,Procurement,Standard,Logistics & Transportation,2024-01-25,2024-02-19,230859.28,INR,30,Approved,Medium,2023-24,2024-01-25T09:50:00,2024-01-29T12:50:00
PO-2025-000681,VEN-100296,EMP-20030,EMP-20045,Legal,Standard,Professional Services,2025-03-07,2025-04-01,54668.07,INR,30,Approved,Low,2024-25,2025-03-07T12:12:00,2025-03-16T14:12:00
PO-2026-000682,VEN-100730,EMP-20123,EMP-20146,Procurement,Blanket,Logistics & Transportation,2026-04-22,2026-05-28,538402.45,EUR,30,Approved,Medium,2026-27,2026-04-22T17:48:00,2026-05-02T17:48:00
PO-2022-000683,VEN-100559,EMP-20145,EMP-20069,Operations,Standard,Material Procurement,2022-03-06,2022-03-28,614899.42,INR,15,Approved,Medium,2021-22,2022-03-06T11:33:00,2022-03-15T19:33:00
PO-2022-000684,VEN-100556,EMP-20103,EMP-20107,Admin,Standard,IT & Software,2022-03-06,2022-03-28,91553.79,INR,60,Partially Invoiced,High,2021-22,2022-03-06T15:54:00,2022-03-14T15:54:00
PO-2022-000685,VEN-100484,EMP-20035,EMP-20001,Admin,Service,Professional Services,2022-12-28,2023-01-22,236101.18,INR,30,Cancelled,Low,2022-23,2022-12-28T11:26:00,2023-01-03T17:26:00
PO-2026-000686,VEN-100713,EMP-20121,EMP-20001,Procurement,Standard,Professional Services,2026-05-06,2026-05-26,479890.19,INR,30,Closed,High,2026-27,2026-05-06T17:40:00,2026-05-15T23:40:00
PO-2023-000687,VEN-100491,EMP-20054,EMP-20080,Procurement,Contract,Construction & Contracting,2023-07-14,2023-09-07,2210475.71,INR,45,Approved,Medium,2023-24,2023-07-14T12:05:00,2023-07-16T13:05:00
PO-2026-000688,VEN-100701,EMP-20124,EMP-20001,Procurement,Standard,Professional Services,2026-05-27,2026-06-17,665517.99,INR,30,Closed,Medium,2026-27,2026-05-27T12:13:00,2026-05-30T16:13:00
PO-2023-000689,VEN-100690,EMP-20118,EMP-20038,Procurement,Standard,Professional Services,2023-03-12,2023-03-29,69526.21,INR,30,Closed,Medium,2022-23,2023-03-12T09:08:00,2023-03-20T15:08:00
PO-2024-000690,VEN-100563,EMP-20016,EMP-20146,Operations,Standard,Material Procurement,2024-12-24,2025-01-18,725280.32,INR,30,Approved,Medium,2024-25,2024-12-24T15:10:00,2025-01-02T19:10:00
PO-2025-000691,VEN-100638,EMP-20053,EMP-20001,Procurement,Standard,Material Procurement,2025-08-16,2025-09-06,555747.85,INR,15,Approved,Urgent,2025-26,2025-08-16T17:51:00,2025-08-20T01:51:00
PO-2023-000692,VEN-100449,EMP-20127,EMP-20013,Procurement,Blanket,Professional Services,2023-07-24,2023-08-28,2570920.52,INR,45,Closed,Medium,2023-24,2023-07-24T12:25:00,2023-08-02T14:25:00
PO-2024-000693,VEN-100519,EMP-20060,EMP-20069,Procurement,Standard,Material Procurement,2024-03-10,2024-03-26,503745.80,INR,45,Approved,High,2023-24,2024-03-10T14:44:00,2024-03-10T17:44:00
PO-2022-000694,VEN-100337,EMP-20065,EMP-20013,Operations,Blanket,Professional Services,2022-03-21,2022-04-27,2919818.94,INR,60,Closed,Low,2021-22,2022-03-21T14:48:00,2022-03-29T15:48:00
PO-2023-000695,VEN-100479,EMP-20018,EMP-20069,Operations,Service,Professional Services,2023-11-03,2023-11-23,781372.52,INR,45,Partially Invoiced,Low,2023-24,2023-11-03T15:01:00,2023-11-04T22:01:00
PO-2021-000696,VEN-100491,EMP-20075,EMP-20008,IT,Service,Construction & Contracting,2021-10-07,2021-11-01,1290871.06,INR,45,Approved,Medium,2021-22,2021-10-07T18:47:00,2021-10-15T01:47:00
PO-2025-000697,VEN-100551,EMP-20016,EMP-20081,Operations,Standard,Raw Materials,2025-09-20,2025-10-07,534192.52,INR,30,Partially Invoiced,Medium,2025-26,2025-09-20T10:53:00,2025-09-20T11:53:00
PO-2021-000698,VEN-100351,EMP-20067,EMP-20117,Legal,Standard,Raw Materials,2021-11-11,2021-12-03,599621.02,INR,45,Approved,High,2021-22,2021-11-11T13:11:00,2021-11-14T13:11:00
PO-2024-000699,VEN-100701,EMP-20121,EMP-20133,Procurement,Standard,Professional Services,2024-09-13,2024-09-29,564975.33,INR,30,Partially Invoiced,Low,2024-25,2024-09-13T14:44:00,2024-09-17T21:44:00
PO-2021-000700,VEN-100266,EMP-20133,EMP-20019,IT,Standard,Construction & Contracting,2021-07-07,2021-07-22,623617.51,INR,45,Partially Invoiced,Medium,2021-22,2021-07-07T14:01:00,2021-07-07T19:01:00
PO-2021-000701,VEN-100359,EMP-20148,EMP-20146,IT,Standard,Professional Services,2021-12-09,2021-12-24,768027.57,INR,15,Approved,High,2021-22,2021-12-09T14:32:00,2021-12-10T19:32:00
PO-2022-000702,VEN-100445,EMP-20126,EMP-20069,Procurement,Service,Professional Services,2022-03-14,2022-04-04,955776.36,INR,30,Cancelled,High,2021-22,2022-03-14T13:20:00,2022-03-16T13:20:00
PO-2024-000703,VEN-100507,EMP-20145,EMP-20007,Operations,Standard,Professional Services,2024-07-01,2024-07-21,326619.66,INR,45,Closed,Low,2024-25,2024-07-01T08:04:00,2024-07-04T14:04:00
PO-2021-000704,VEN-100429,EMP-20133,EMP-20146,IT,Standard,Construction & Contracting,2021-07-14,2021-08-07,792617.58,INR,45,Partially Invoiced,Low,2021-22,2021-07-14T13:40:00,2021-07-20T15:40:00
PO-2024-000705,VEN-100450,EMP-20047,EMP-20127,Procurement,Service,Construction & Contracting,2024-05-31,2024-06-29,1331752.20,INR,60,Approved,Low,2024-25,2024-05-31T15:24:00,2024-06-08T18:24:00
PO-2025-000706,VEN-100581,EMP-20132,EMP-20029,Admin,Service,Logistics & Transportation,2025-03-31,2025-04-23,69272.94,INR,30,Approved,Medium,2024-25,2025-03-31T17:05:00,2025-03-31T19:05:00
PO-2026-000707,VEN-100484,EMP-20111,EMP-20024,Procurement,Standard,Professional Services,2026-04-22,2026-05-14,142544.70,INR,30,Approved,Medium,2026-27,2026-04-22T13:08:00,2026-04-26T18:08:00
PO-2025-000708,VEN-100677,EMP-20011,EMP-20055,IT,Standard,IT & Software,2025-02-09,2025-03-01,782614.82,INR,45,Closed,High,2024-25,2025-02-09T13:15:00,2025-02-12T21:15:00
PO-2022-000709,VEN-100267,EMP-20148,EMP-20078,IT,Contract,Professional Services,2022-10-21,2022-12-07,16227584.34,INR,90,Closed,Low,2022-23,2022-10-21T15:40:00,2022-10-21T16:40:00
PO-2021-000710,VEN-100574,EMP-20016,,Operations,Contract,Construction & Contracting,2021-12-22,2022-02-14,1990030.38,INR,15,Draft,High,2021-22,2021-12-22T16:53:00,2021-12-25T19:53:00
PO-2022-000711,VEN-100584,EMP-20019,EMP-20069,Procurement,Standard,Material Procurement,2022-08-08,2022-09-01,386982.54,INR,15,Approved,Medium,2022-23,2022-08-08T15:40:00,2022-08-11T19:40:00
