vendor_id,vendor_name,vendor_type,gst_number,pan_number,bank_account_number,ifsc_code,city,state,onboarding_date,vendor_status,risk_category,contact_email,contact_phone,payment_terms_days,last_transaction_date
VEN-100348,Silverline Solutions Pvt Ltd,Service Provider,33JHSCM3476O4ZZ,JHSCM3476O,281084619414601451,SBIN02ZCLZ4,Chennai,Tamil Nadu,2025-10-19,Active,Low,info@silverline.com,+918789369951,30,2025-12-20
VEN-100349,Zenith Trading Co,Goods Supplier,27DCBBR9361T2Z4,DCBBR9361T,726423859049333405,IOBA0V5FBER,Pune,Maharashtra,2020-10-01,Active,Low,accounts@zenithsupplies.in,+919485349639,30,2025-01-29
VEN-100350,Crystal Infra Projects Pvt Ltd,Contractor,29TAXIC3336H4ZJ,TAXIC3336H,903303485926,BARB00BKB3H,Bengaluru,Karnataka,2019-02-26,Active,Low,info@crystal.com,+918129269082,30,2025-11-01
VEN-100351,Trident Minerals & Metals Pvt Ltd,Raw Material Supplier,27YSPPH5543C5ZW,YSPPH5543C,4524647107852974,CNRB0TUWXQ2,Pune,Maharashtra,2020-08-05,Active,Low,info@trident.com,+918848968221,45,2025-08-30
VEN-100352,Bharat Solutions Pvt Ltd,Service Provider,07GVMOL6011I5ZZ,GVMOL6011I,60770832098683,SBIN08KI4NK,Delhi,Delhi,2025-12-11,Active,Medium,info@bharat.com,+917573878792,30,2026-02-03
VEN-100353,Wave Materials Pvt Ltd,Raw Material Supplier,07PMJYI4698E6ZU,PMJYI4698E,8096869672539381,PUNB0UDWEZ9,Delhi,Delhi,2022-08-12,Active,Low,info@wave.com,+917968740889,30,2026-02-27
VEN-100354,Prime Transport Pvt Ltd,Logistics Partner,09VVSNJ6874A1ZB,VVSNJ6874A,714630159878673472,BARB0TS7E6V,Noida,Uttar Pradesh,2024-04-04,Active,Low,info@prime.com,+917991714420,30,2025-05-01
VEN-100355,Silverline Distributors Pvt Ltd,Goods Supplier,19YVMFF9827M3ZR,YVMFF9827M,69264412269364,HDFC0GVZE7D,Kolkata,West Bengal,2021-05-08,Active,Low,accounts@silverlinesupplies.in,+916094366878,30,2026-06-01
VEN-100356,Nandi Builders LLP,Contractor,27DXBEE4340W9ZR,DXBEE4340W,23949234928954,SBIN0BZR5UN,Pune,Maharashtra,2023-04-19,Active,Low,info@nandi.com,+917027499037,30,2026-05-20
VEN-100357,Deepak Industrial Supplies Pvt Ltd,Goods Supplier,29FHVTV5629A9ZB,FHVTV5629A,924032913913047462,HDFC0B1MGYZ,Bengaluru,Karnataka,2023-09-22,Active,Low,accounts@deepaksupplies.in,+918300933198,30,2025-08-02
VEN-100358,Trident Enterprises Pvt Ltd,Goods Supplier,27YEHUT9963D6ZW,YEHUT9963D,48454786440342,SBIN0XIN3G2,Pune,Maharashtra,2024-09-07,Active,Low,accounts@tridentsupplies.in,+918852000140,45,2025-09-17
VEN-100359,Unity Services Pvt Ltd,Service Provider,19ATMUV0473X8ZS,ATMUV0473X,3982092640306446,BARB0QATMOY,Kolkata,West Bengal,2022-07-06,Active,Low,info@unity.com,+916186104128,15,2026-07-06
VEN-100360,Nandi Distributors Pvt Ltd,Goods Supplier,27KDXTL4042J7Z3,KDXTL4042J,0679875524456684,HDFC0JFB2WF,Mumbai,Maharashtra,2020-10-10,Active,Low,accounts@nandisupplies.in,+919602132293,45,2026-04-25
VEN-100361,Maruti Distributors Pvt Ltd,Goods Supplier,06VRTUU8627V8Z8,VRTUU8627V,16149320083188,HDFC0TC48KH,Gurugram,Haryana,2024-12-28,Active,Medium,accounts@marutisupplies.in,+918888610979,60,2025-04-19
VEN-100362,Continental Technologies Pvt Ltd,IT Vendor,24BCQWX1245X2Z9,BCQWX1245X,3184472835037361,CNRB0F8SEEG,Ahmedabad,Gujarat,2025-01-10,Suspended,Medium,info@continental.com,+916750347430,15,2025-06-13
VEN-100363,Kalpana Freight Services,Logistics Partner,29XSWSI3896E7ZS,XSWSI3896E,86643867805378,CNRB0ZA3JIR,Bengaluru,Karnataka,2018-02-27,Inactive,Low,info@kalpana.com,+918277910363,30,2019-07-22
VEN-100364,Metrocorp Services Pvt Ltd,Service Provider,33ZUZOX6553J3ZO,ZUZOX6553J,15174144041206,KKBK0LIE9HF,Chennai,Tamil Nadu,2020-09-29,Active,Low,info@metrocorp.com,+917117178124,60,2026-01-14
VEN-100365,Bharat Transport Pvt Ltd,Logistics Partner,27JHNDH3201Z7Z3,JHNDH3201Z,8284138455974767,CNRB0MRO5Q3,Mumbai,Maharashtra,2021-07-01,Active,Low,info@bharat.com,+919306420106,60,2025-11-13
VEN-100366,Bharat Contractors & Builders,Contractor,07QOBOE4819F1ZH,QOBOE4819F,27848640804483,IOBA03ZJA6R,Delhi,Delhi,2020-04-14,Active,Low,info@bharat.com,+918172018298,30,2025-09-03
VEN-100367,Unity Systems Pvt Ltd,IT Vendor,33TKCBM4442A5ZZ,TKCBM4442A,257340629397,CNRB0YYJ1TY,Chennai,Tamil Nadu,2021-08-30,Suspended,Low,info@unity.com,+919226982821,45,2025-03-13
VEN-100368,Trident Services Pvt Ltd,Service Provider,24SZWFN8896Y8ZH,SZWFN8896Y,63293919600156,UTIB0RJSN21,Ahmedabad,Gujarat,2025-06-30,Active,Low,info@trident.com,+919831760494,30,2025-07-10
VEN-100369,Southbridge Softwares Pvt Ltd,IT Vendor,07VQVFZ9047T4Z0,VQVFZ9047T,96125117661571,BARB0UVQ9U0,Delhi,Delhi,2025-12-27,Active,Low,info@southbridge.com,+919046683841,45,2026-05-02
VEN-100370,Om Sai Solutions Pvt Ltd,Service Provider,27XNIKI8892W7Z4,XNIKI8892W,13060407982498,AXIS0I82LF3,Mumbai,Maharashtra,2018-09-13,Active,Low,info@omsai.com,+916386708064,30,2025-02-27
VEN-100371,Maruti Builders LLP,Contractor,29QKWUQ4446D6Z1,QKWUQ4446D,551075891534611015,CNRB0YRBVR5,Bengaluru,Karnataka,2019-12-04,Active,High,info@maruti.com,+917058841297,30,2026-05-03
VEN-100372,Xenon Infra Projects Pvt Ltd,Contractor,24OIHIC8949U4ZE,OIHIC8949U,627937219300121570,HDFC07A796U,Ahmedabad,Gujarat,2019-02-06,Active,Medium,info@xenon.com,+916063719328,45,2026-06-24
VEN-100373,Continental Materials Pvt Ltd,Raw Material Supplier,09BDYUE3359H1ZC,BDYUE3359H,7307889820460576,CNRB0DI6PIH,Noida,Uttar Pradesh,2025-08-28,Active,Low,info@continental.com,+916284224318,30,2025-10-10
VEN-100374,Sundaram Enterprises Pvt Ltd,Goods Supplier,33JPMQL4483M1ZB,JPMQL4483M,263085679000213386,IOBA06L4UPJ,Chennai,Tamil Nadu,2022-04-27,Active,Medium,accounts@sundaramsupplies.in,+919987069982,60,2025-08-03
VEN-100375,Silverline Facility Services Pvt Ltd,Service Provider,19LUIEU6245L3Z8,LUIEU6245L,9088346475307919,AXIS0KSWKED,Kolkata,West Bengal,2023-05-11,Active,Low,info@silverline.com,+916396316186,30,2025-07-23
VEN-100376,Sagar Enterprises Pvt Ltd,Goods Supplier,07HNLJA3939E9ZQ,HNLJA3939E,739283861532742948,BARB0TIWVGK,Delhi,Delhi,2024-08-12,Active,Medium,accounts@sagarsupplies.in,+918772681287,30,2025-07-07
VEN-100377,Aarav Builders LLP,Contractor,27BXEWN6079P7ZZ,BXEWN6079P,901734254067,KKBK0CE619P,Pune,Maharashtra,2021-10-04,Active,Low,info@aarav.com,+916067442186,30,2025-05-08
VEN-100378,Trident Solutions Pvt Ltd,Service Provider,27TRDJF0626U9Z6,TRDJF0626U,645032291000860908,SBIN0Q1ITBM,Mumbai,Maharashtra,2021-01-14,Active,Low,info@trident.com,+917231433408,45,2026-01-13
VEN-100379,Himalaya Distributors Pvt Ltd,Goods Supplier,29PZCNZ8195U7Z8,PZCNZ8195U,1769600945757007,ICIC0BQRM2D,Bengaluru,Karnataka,2018-11-07,Active,Low,accounts@himalayasupplies.in,+917959732675,90,2025-10-23
VEN-100380,Indus Softwares Pvt Ltd,IT Vendor,29FBXZU6285F8Z0,FBXZU6285F,801612058920,UTIB0BP868A,Bengaluru,Karnataka,2021-07-25,Active,Medium,info@indus.com,+919093145778,60,2025-01-21
VEN-100381,Vishnu Technologies Pvt Ltd,IT Vendor,19XPDSG4436C6Z8,XPDSG4436C,190873443733908919,SBIN06F9WQI,Kolkata,West Bengal,2021-11-11,Active,Low,info@vishnu.com,+919972086666,30,2026-04-12
VEN-100382,Deepak Freight Services,Logistics Partner,07PREDC7379C9ZC,PREDC7379C,146558577981578227,IOBA006H3RF,Delhi,Delhi,2019-08-14,Active,Low,info@deepak.com,+918114515227,60,2025-07-16
VEN-100383,Uday Distributors Pvt Ltd,Goods Supplier,27QWEHJ2354V2Z0,QWEHJ2354V,296702735924,AXIS0LCOCB8,Pune,Maharashtra,2020-03-27,Active,Low,accounts@udaysupplies.in,+918880848901,45,2025-09-12
VEN-100384,Continental Facility Services Pvt Ltd,Service Provider,33RAQYI6897V8ZE,RAQYI6897V,460499989721155851,ICIC0AOJV6G,Chennai,Tamil Nadu,2021-09-19,Active,Low,info@continental.com,+917760471997,30,2025-09-21
VEN-100385,Northgate Contractors & Builders,Contractor,27XQMUI2590K7ZO,XQMUI2590K,821007971389500589,AXIS0RSX4NL,Pune,Maharashtra,2018-01-19,Active,Low,info@northgate.com,+917822612788,30,2025-11-24
VEN-100386,Bharat Consulting LLP,Service Provider,06SMVMS3938G4Z3,SMVMS3938G,87289103443307,IOBA0P7UE4R,Gurugram,Haryana,2022-07-07,Active,Medium,info@bharat.com,+918411621277,30,2025-04-15
VEN-100387,Deepak Builders LLP,Contractor,06LVYCZ1096S7Z9,LVYCZ1096S,213351779604836401,ICIC0HOI0KK,Gurugram,Haryana,2022-03-07,Active,Low,info@deepak.com,+919464500971,60,2025-01-21
VEN-100388,Goldcrest Facility Services Pvt Ltd,Service Provider,27VOVQT2618W3Z0,VOVQT2618W,811215809535490395,IOBA0NGKPIZ,Mumbai,Maharashtra,2021-01-07,Active,Low,info@goldcrest.com,+916212896231,45,2025-03-18
VEN-100389,Kaveri Facility Services Pvt Ltd,Service Provider,27ELYRY1262U4ZN,ELYRY1262U,41940601150633,IOBA05S93Z8,Pune,Maharashtra,2023-09-10,Active,Low,info@kaveri.com,+918580352200,30,2026-02-03
VEN-100390,Southbridge Distributors Pvt Ltd,Goods Supplier,33DANED3707L4ZQ,DANED3707L,197524988389430079,SBIN0K3AXT0,Chennai,Tamil Nadu,2025-11-07,Inactive,Low,accounts@southbridgesupplies.in,+919598646977,60,2025-05-05
VEN-100391,Northgate Raw Materials Ltd,Raw Material Supplier,36ZRWNF0859N8ZO,ZRWNF0859N,31925712227523,CNRB0T1GMHC,Hyderabad,Telangana,2019-11-04,Active,Low,info@northgate.com,+918813140511,30,2025-06-09
VEN-100392,Kaveri Systems Pvt Ltd,IT Vendor,33JJXNH9641X7Z0,JJXNH9641X,8712143069991446,SBIN0BRVIXU,Chennai,Tamil Nadu,2018-08-13,Suspended,High,info@kaveri.com,+917157263974,30,2026-05-13
VEN-100393,Vishnu Trading Co,Goods Supplier,36SEHCG7644Z2ZW,SEHCG7644Z,18611421101835,PUNB07F2F13,Hyderabad,Telangana,2019-12-20,Active,Low,accounts@vishnusupplies.in,+916106322642,30,2025-12-09
VEN-100394,Aarav Services Pvt Ltd,Service Provider,27UDJVT5622S7Z5,UDJVT5622S,171596179053,UTIB0Z7P16J,Pune,Maharashtra,2022-12-02,Active,Medium,info@aarav.com,+918847904950,45,2025-05-13
VEN-100395,Metrocorp Industrial Supplies Pvt Ltd,Goods Supplier,24STKRW9173Y7ZP,STKRW9173Y,2055095572822125,IOBA015VX9S,Ahmedabad,Gujarat,2019-05-25,Blacklisted,High,accounts@metrocorpsupplies.in,+916036307574,45,2023-01-13
VEN-100396,Skyline Raw Materials Ltd,Raw Material Supplier,24FZEZN9771X7ZG,FZEZN9771X,82258712739011,SBIN06HQN05,Ahmedabad,Gujarat,2020-03-18,Active,Low,info@skyline.com,+917029915786,30,2025-01-22
VEN-100397,Shreeji Industrial Supplies Pvt Ltd,Goods Supplier,27UGYPU0758W2ZC,UGYPU0758W,45413106618125,KKBK05W0F5N,Mumbai,Maharashtra,2022-12-06,Active,Low,accounts@shreejisupplies.in,+916492920339,30,2025-02-14
VEN-100398,Falcon Builders LLP,Contractor,36PRDRH8319V6ZG,PRDRH8319V,789711479814,IOBA05B4RCH,Hyderabad,Telangana,2020-04-27,Active,Low,info@falcon.com,+917862445583,45,2026-03-08
VEN-100399,Indus Services Pvt Ltd,Service Provider,07AZAOY9038Y3ZI,AZAOY9038Y,189928019730937608,SBIN01D22KT,Delhi,Delhi,2019-01-09,Active,Low,info@indus.com,+918474601066,30,2025-06-14
VEN-100400,Vishnu Distributors Pvt Ltd,Goods Supplier,36VXNSL1959E4ZP,VXNSL1959E,217588436818,KKBK0732LU1,Hyderabad,Telangana,2021-01-14,Active,Low,accounts@vishnusupplies.in,+916735602955,60,2025-02-16
VEN-100401,Sundaram Enterprises Pvt Ltd,Goods Supplier,27JHKFT7970N9Z6,JHKFT7970N,07480160692261,SBIN0ZIZLIR,Mumbai,Maharashtra,2018-09-26,Active,Low,accounts@sundaramsupplies.in,+919076296959,30,2025-01-16
VEN-100402,Nandi Industrial Supplies Pvt Ltd,Goods Supplier,33LEHBO3074P5ZS,LEHBO3074P,99432466456304,UTIB09VOMNQ,Chennai,Tamil Nadu,2022-08-09,Active,Low,accounts@nandisupplies.in,+916213034046,15,2026-04-22
VEN-100403,Falcon Industrial Supplies Pvt Ltd,Goods Supplier,09XTFII9474I8Z2,XTFII9474I,91259708792207,KKBK09M32EA,Noida,Uttar Pradesh,2025-05-09,Active,Low,accounts@falconsupplies.in,+918108492194,45,2026-06-14
VEN-100404,Vishnu Enterprises Pvt Ltd,Goods Supplier,09OVOXF7516X6Z0,OVOXF7516X,89437627998665,HDFC07ZFJ5D,Noida,Uttar Pradesh,2019-01-27,Suspended,Medium,accounts@vishnusupplies.in,+916333381494,30,2026-07-10
VEN-100405,Prime Services Pvt Ltd,Service Provider,09LJOEL2666W2Z5,LJOEL2666W,009176565868,PUNB08GD7G4,Noida,Uttar Pradesh,2025-08-08,Active,Medium,info@prime.com,+919032282874,30,2026-03-08
VEN-100406,Nexora Trading Co,Goods Supplier,24VNTIE5453T7Z3,VNTIE5453T,169195408567862592,ICIC000R5MJ,Ahmedabad,Gujarat,2025-02-22,Active,Low,accounts@nexorasupplies.in,+919671621878,30,2025-07-05
VEN-100407,Lakshmi Contractors & Builders,Contractor,09QQPCL5128C2ZV,QQPCL5128C,9217446248641296,BARB0U4CCZL,Noida,Uttar Pradesh,2020-12-04,Active,Medium,info@lakshmi.com,+917655723801,30,2025-05-10
VEN-100408,Yamuna Trading Co,Goods Supplier,06JOHTM5311V5ZP,JOHTM5311V,573794847866,KKBK07CWTGW,Gurugram,Haryana,2024-06-02,Active,Low,accounts@yamunasupplies.in,+918318412231,30,2025-01-10
VEN-100409,Shreeji Consulting LLP,Service Provider,07OIGBH2257Z2ZQ,OIGBH2257Z,331849411335268992,KKBK01JIC0G,Delhi,Delhi,2025-04-30,Active,Low,info@shreeji.com,+918453636489,30,2025-11-07
VEN-100410,Aarav Logistics,Logistics Partner,07VDZWS2078R1Z3,VDZWS2078R,8003267369513158,KKBK0MOI8HH,Delhi,Delhi,2022-05-02,Active,Low,info@aarav.com,+918773826860,30,2025-08-06
VEN-100411,Himalaya Distributors Pvt Ltd,Goods Supplier,24ECFPN8734E9Z6,ECFPN8734E,23985712138618,ICIC08W61NG,Ahmedabad,Gujarat,2021-02-01,Active,Low,accounts@himalayasupplies.in,+917343430391,30,2025-06-30
VEN-100412,Silverline Builders LLP,Contractor,33CBGCC8525I4ZP,CBGCC8525I,328641267201967861,ICIC05BGYNF,Chennai,Tamil Nadu,2019-06-25,Inactive,Low,info@silverline.com,+916595421859,60,
VEN-100413,Deepak Industrial Supplies Pvt Ltd,Goods Supplier,27UIMJO6248J6ZX,UIMJO6248J,167098614279371969,CNRB0WGYI9O,Mumbai,Maharashtra,2025-03-11,Active,Medium,accounts@deepaksupplies.in,+918305364497,30,2025-03-15
VEN-100414,Southbridge Solutions Pvt Ltd,Service Provider,33DZQRH2700J2Z3,DZQRH2700J,346023286710291502,UTIB0X8ODEW,Chennai,Tamil Nadu,2024-09-10,Active,Low,info@southbridge.com,+919635611530,45,2026-04-18
VEN-100415,Sagar Facility Services Pvt Ltd,Service Provider,27NSNRJ3494R1ZQ,NSNRJ3494R,763251552734,HDFC0GRIU39,Mumbai,Maharashtra,2023-08-08,Active,Low,info@sagar.com,+918568155775,45,2026-05-23
VEN-100416,Southbridge Trading Co,Goods Supplier,29IZAMR1061D4ZD,IZAMR1061D,484014988586,BARB04505Q8,Bengaluru,Karnataka,2021-12-03,Active,Low,accounts@southbridgesupplies.in,+918215323748,30,2025-10-18
VEN-100417,Metrocorp Facility Services Pvt Ltd,Service Provider,27HQXQB9947I1ZA,HQXQB9947I,5829551165481769,ICIC0WNDGNK,Mumbai,Maharashtra,2025-12-12,Active,Low,info@metrocorp.com,+918580072646,30,2026-02-09
VEN-100418,Jaya Raw Materials Ltd,Raw Material Supplier,09EXTKB6180Y6Z1,EXTKB6180Y,36395124221881,BARB00Y3150,Noida,Uttar Pradesh,2023-05-28,Active,Low,info@jaya.com,+919128538884,45,2025-03-14
VEN-100419,Crystal Infra Projects Pvt Ltd,Contractor,27MBOAV2833F5Z4,MBOAV2833F,89530614920323,HDFC05JQXNV,Mumbai,Maharashtra,2018-05-30,Active,Low,info@crystal.com,+916304798417,30,2026-05-24
VEN-100420,Riverside Consulting LLP,Service Provider,29HWZAB7858V1ZZ,HWZAB7858V,076441489314025278,CNRB0KZ0PT2,Bengaluru,Karnataka,2019-01-05,Active,Low,info@riverside.com,+917913660927,60,2025-08-14
VEN-100421,Nandi Consulting LLP,Service Provider,19HQNGS5097T8ZH,HQNGS5097T,219272381966,UTIB0Y0U9LA,Kolkata,West Bengal,2023-05-03,Active,Low,info@nandi.com,+919034236560,60,2025-01-27
VEN-100422,Prime Freight Services,Logistics Partner,24PTIVL4770D9ZO,PTIVL4770D,8945551379107902,CNRB0AK1999,Ahmedabad,Gujarat,2022-04-30,Active,Low,info@prime.com,+918884000365,30,2025-03-23
VEN-100423,Continental Enterprises Pvt Ltd,Goods Supplier,06LGUGM2186H2Z2,LGUGM2186H,68507072268376,AXIS03I427K,Gurugram,Haryana,2025-05-01,Active,Low,accounts@continentalsupplies.in,+918137346496,30,2025-05-23
VEN-100424,Deepak Industrial Supplies Pvt Ltd,Goods Supplier,27FISTU7935V3ZO,FISTU7935V,999596751876,CNRB0IB7KWB,Mumbai,Maharashtra,2025-01-11,Active,Low,accounts@deepaksupplies.in,+916649405034,30,2026-03-15
VEN-100425,Crystal Trading Co,Goods Supplier,19KPDGH3049S8ZC,KPDGH3049S,80125971046918,KKBK0WCEKP4,Kolkata,West Bengal,2024-11-20,Active,Low,accounts@crystalsupplies.in,+916099967477,60,2026-06-06
VEN-100426,Shreeji Enterprises Pvt Ltd,Goods Supplier,27LIESH7240Q9ZW,LIESH7240Q,237909874283312421,IOBA0ZRXN57,Pune,Maharashtra,2023-12-12,Active,Medium,accounts@shreejisupplies.in,+917080295758,30,2025-04-23
VEN-100427,Bharat InfoTech Pvt Ltd,IT Vendor,09MCDHR9872C6ZA,MCDHR9872C,2657739497386806,HDFC08LV77G,Noida,Uttar Pradesh,2019-01-19,Active,Low,info@bharat.com,+917605724467,30,2025-09-27
VEN-100428,Skyline Constructions Pvt Ltd,Contractor,27MREHG2473L9ZU,MREHG2473L,0187293614316774,UTIB0LO197U,Pune,Maharashtra,2021-02-25,Active,Low,info@skyline.com,+918484204260,30,2025-08-15
VEN-100429,Everest Constructions Pvt Ltd,Contractor,19CZPDO9037K6ZZ,CZPDO9037K,653115828932,PUNB0X10X3E,Kolkata,West Bengal,2018-11-18,Active,Low,info@everest.com,+917078348880,45,2026-03-02
VEN-100430,Goldcrest Trading Co,Goods Supplier,27PKVWU4734D5ZU,PKVWU4734D,209549520433512932,AXIS0H3B5M3,Mumbai,Maharashtra,2019-03-02,Inactive,Low,accounts@goldcrestsupplies.in,+917048587044,60,2019-07-29
VEN-100431,Metrocorp Facility Services Pvt Ltd,Service Provider,09GFOMM9244R2Z6,GFOMM9244R,637171490418475324,IOBA0PV9BWK,Noida,Uttar Pradesh,2019-08-18,Active,Low,info@metrocorp.com,+918524997815,60,2025-01-11
VEN-100432,Falcon Solutions Pvt Ltd,Service Provider,33ZASFC4065C6ZZ,ZASFC4065C,30129473795625,ICIC0QA93SL,Chennai,Tamil Nadu,2024-11-07,Active,Medium,info@falcon.com,+918976920229,45,2025-05-27
VEN-100433,Shreeji Enterprises Pvt Ltd,Goods Supplier,27ZDULM3723Y7ZU,ZDULM3723Y,3558899878547654,AXIS06VURCF,Mumbai,Maharashtra,2022-11-30,Blacklisted,High,accounts@shreejisupplies.in,+919399131539,15,2024-04-27
VEN-100434,Apex Freight Services,Logistics Partner,27HMBSG6988P8ZV,HMBSG6988P,48780081781480,HDFC0BU9UNQ,Mumbai,Maharashtra,2021-10-08,Inactive,Low,info@apex.com,+917959594860,60,
VEN-100435,Sundaram Systems Pvt Ltd,IT Vendor,33HFNET8023K8Z5,HFNET8023K,091036010648936987,SBIN0BDAAKE,Chennai,Tamil Nadu,2024-07-12,Inactive,Low,info@sundaram.com,+918240337586,30,2024-12-08
VEN-100436,Goldcrest Solutions Pvt Ltd,Service Provider,06LQRHI9572Q4ZG,LQRHI9572Q,40161153350768,HDFC05HCW6C,Gurugram,Haryana,2021-01-24,Active,Low,info@goldcrest.com,+919567427644,30,2025-08-28
VEN-100437,Bluepeak Technologies Pvt Ltd,IT Vendor,29UYKAN9899G3Z8,UYKAN9899G,7007133462131847,SBIN0OUDHCG,Bengaluru,Karnataka,2021-12-02,Active,Low,info@bluepeak.com,+919877017178,60,2026-03-11
VEN-100438,Goldcrest Contractors & Builders,Contractor,29RZAXE2350T7Z4,RZAXE2350T,11243642380941,CNRB0UG2O3V,Bengaluru,Karnataka,2023-01-26,Active,Low,info@goldcrest.com,+919606640471,60,2026-04-07
VEN-100439,Yamuna Consulting LLP,Service Provider,24ZCELT8009W5ZC,ZCELT8009W,440840534670224420,ICIC0C1Q833,Ahmedabad,Gujarat,2025-10-07,Active,Low,info@yamuna.com,+919628875403,30,2025-11-27
VEN-100440,Sundaram Consulting LLP,Service Provider,09TKAYG6884D4ZG,TKAYG6884D,6576052926150312,HDFC0E0E49L,Noida,Uttar Pradesh,2024-10-13,Active,Low,info@sundaram.com,+918267644554,45,2025-12-18
VEN-100441,Quantum Facility Services Pvt Ltd,Service Provider,07WMNEK4650P9ZM,WMNEK4650P,293236061349,HDFC0RAQZDJ,Delhi,Delhi,2022-10-07,Active,Low,info@quantum.com,+917951177447,30,2025-10-13
VEN-100442,Ravi Services Pvt Ltd,Service Provider,27RQQNN2472O3ZB,RQQNN2472O,253419369466169579,AXIS0L5MOY0,Pune,Maharashtra,2022-06-06,Active,Low,info@ravi.com,+917813819932,15,2025-07-31
VEN-100443,Xenon Constructions Pvt Ltd,Contractor,27LGELQ8889H8Z4,LGELQ8889H,764543798576,CNRB0PFT2TT,Pune,Maharashtra,2023-03-23,Active,Low,info@xenon.com,+919411287114,30,2025-09-06
VEN-100444,Himalaya Softwares Pvt Ltd,IT Vendor,27QBXMG2247W5ZH,QBXMG2247W,712233291644,IOBA05S4LU9,Mumbai,Maharashtra,2022-10-09,Active,Low,info@himalaya.com,+916277946131,15,2025-11-18
VEN-100445,Sagar Facility Services Pvt Ltd,Service Provider,27WMMJR0221T2ZC,WMMJR0221T,4560787873069529,CNRB0VY2K89,Pune,Maharashtra,2024-05-16,Active,Low,info@sagar.com,+917065018095,30,2025-08-22
VEN-100446,Unity Distributors Pvt Ltd,Goods Supplier,33NUIQF1015G8ZJ,NUIQF1015G,581871864076,UTIB0MBHAN9,Chennai,Tamil Nadu,2019-11-30,Active,Low,accounts@unitysupplies.in,+918617108541,60,2025-11-08
VEN-100447,Wave Enterprises Pvt Ltd,Goods Supplier,27OEUTF5351J4Z9,OEUTF5351J,1778619967729483,SBIN0BQTBBK,Pune,Maharashtra,2023-01-12,Active,Low,accounts@wavesupplies.in,+919389707272,30,2025-11-26
VEN-100448,Sagar Consulting LLP,Service Provider,36TUQLH0179S8Z2,TUQLH0179S,694263162391173741,SBIN0LKKFBJ,Hyderabad,Telangana,2021-02-14,Active,Low,info@sagar.com,+916178679377,30,2025-11-25
VEN-100449,Xenon Consulting LLP,Service Provider,29RSGTA1434B9Z3,RSGTA1434B,0405774567597578,ICIC0KGN62O,Bengaluru,Karnataka,2025-08-11,Active,Medium,info@xenon.com,+917606356840,45,2025-08-14
VEN-100450,Sagar Contractors & Builders,Contractor,27IDWPT5628L3ZC,IDWPT5628L,21068759332234,IOBA08XR0VX,Mumbai,Maharashtra,2020-02-08,Active,Medium,info@sagar.com,+917343238019,60,2025-05-05
VEN-100451,Himalaya Industrial Supplies Pvt Ltd,Goods Supplier,06TJZKF0545O1Z0,TJZKF0545O,848398483906349263,SBIN0U60I5G,Gurugram,Haryana,2021-05-06,Active,Medium,accounts@himalayasupplies.in,+918341199781,15,2025-04-23
VEN-100452,Nexora InfoTech Pvt Ltd,IT Vendor,07KJVQA0047E7Z2,KJVQA0047E,771132409448488048,IOBA04NDMPH,Delhi,Delhi,2024-02-06,Active,Low,info@nexora.com,+917200481216,30,2026-04-19
VEN-100453,Silverline Infra Projects Pvt Ltd,Contractor,19DKRPY0930G3Z0,DKRPY0930G,68230481894942,UTIB04ARXCW,Kolkata,West Bengal,2022-07-11,Inactive,Medium,info@silverline.com,+919663503691,30,
VEN-100454,Starlite Enterprises Pvt Ltd,Goods Supplier,27JLOYZ9188Q4Z9,JLOYZ9188Q,71757550556911,SBIN0MU8XPJ,Mumbai,Maharashtra,2025-05-18,Inactive,Low,accounts@starlitesupplies.in,+919299841902,45,
VEN-100455,Continental Logistics,Logistics Partner,27KDVTU9276M4ZF,KDVTU9276M,0928179146701316,UTIB08FTJL5,Mumbai,Maharashtra,2024-11-30,Inactive,Medium,info@continental.com,+916381458677,30,
VEN-100456,Apex Chemicals Pvt Ltd,Raw Material Supplier,07WMSLB1787I9ZL,WMSLB1787I,623074524298465686,HDFC0LLSYK4,Delhi,Delhi,2025-01-08,Active,Low,info@apex.com,+919870644803,60,2026-03-26
VEN-100457,Nexora Constructions Pvt Ltd,Contractor,36AYCXU7828L6ZF,AYCXU7828L,4049272753438883,BARB0JSYBBW,Hyderabad,Telangana,2020-04-11,Active,Low,info@nexora.com,+917728434311,30,2025-07-14
VEN-100458,Bluepeak Infra Projects Pvt Ltd,Contractor,19NKSFC5842W6ZY,NKSFC5842W,3919882509405624,PUNB088N708,Kolkata,West Bengal,2021-06-07,Active,Low,info@bluepeak.com,+917485689779,60,2025-09-27
VEN-100459,Ravi Solutions Pvt Ltd,Service Provider,29JYDWZ2519Z9ZU,JYDWZ2519Z,1823798228445090,UTIB0K2CV5O,Bengaluru,Karnataka,2022-01-12,Active,Low,info@ravi.com,+916747992456,30,2026-06-05
VEN-100460,Deepak Freight Services,Logistics Partner,24ZBTPU0041G4ZB,ZBTPU0041G,09730476834813,SBIN0PVH6E8,Ahmedabad,Gujarat,2023-06-17,Active,Medium,info@deepak.com,+918069031950,30,2025-01-29
VEN-100461,Metrocorp Softwares Pvt Ltd,IT Vendor,24YEQEF3895S3ZS,YEQEF3895S,58469871991651,ICIC0HLZXXX,Ahmedabad,Gujarat,2020-03-07,Active,Medium,info@metrocorp.com,+916332814399,60,2025-04-12
